category,Auslastung
Mon Jun 21 2021,10.2
Mon Jun 21 2021,24.82
Mon Jun 21 2021,39.02
Mon Jun 21 2021,45.83
Mon Jun 21 2021,50.84
Mon Jun 21 2021,51.18
Mon Jun 21 2021,52.6
Mon Jun 21 2021,54.16
Mon Jun 21 2021,57.72
Mon Jun 21 2021,56.95
Mon Jun 21 2021,53.58
Mon Jun 21 2021,45.22
Mon Jun 21 2021,29.16
Mon Jun 21 2021,18.98
Mon Jun 21 2021,13.29
Mon Jun 21 2021,11.5
Mon Jun 21 2021,7.58
Mon Jun 21 2021,4.14
Tue Jun 22 2021,2.83
Tue Jun 22 2021,5.13
Tue Jun 22 2021,5.47
Tue Jun 22 2021,5.44
Tue Jun 22 2021,4.86
Tue Jun 22 2021,4.78
Tue Jun 22 2021,16.39
Tue Jun 22 2021,31.95
Tue Jun 22 2021,54.39
Tue Jun 22 2021,64.38
Tue Jun 22 2021,69.55
Tue Jun 22 2021,70.93
Tue Jun 22 2021,70.73
Tue Jun 22 2021,71.75
Tue Jun 22 2021,72.85
Tue Jun 22 2021,67.95
Tue Jun 22 2021,60.6
Tue Jun 22 2021,47.7
Tue Jun 22 2021,34.47
Tue Jun 22 2021,25.04
Tue Jun 22 2021,17.28
Tue Jun 22 2021,12.42
Tue Jun 22 2021,7.01
Tue Jun 22 2021,3.52
Wed Jun 23 2021,1.5
Wed Jun 23 2021,0.78
Wed Jun 23 2021,0.78
Wed Jun 23 2021,0.78
Wed Jun 23 2021,1.1
Wed Jun 23 2021,2.58
Wed Jun 23 2021,9.37
Wed Jun 23 2021,25.65
Wed Jun 23 2021,45.84
Wed Jun 23 2021,56.35
Wed Jun 23 2021,59.91
Wed Jun 23 2021,61.74
Wed Jun 23 2021,61.72
Wed Jun 23 2021,62.07
Wed Jun 23 2021,59.69
Wed Jun 23 2021,60.91
Wed Jun 23 2021,58.87
Wed Jun 23 2021,42.37
Wed Jun 23 2021,28.39
Wed Jun 23 2021,20.59
Wed Jun 23 2021,12.69
Wed Jun 23 2021,11.36
Wed Jun 23 2021,7.82
Wed Jun 23 2021,4.51
Thu Jun 24 2021,3.06
Thu Jun 24 2021,4.99
Thu Jun 24 2021,5.47
Thu Jun 24 2021,5.47
Thu Jun 24 2021,5.78
Thu Jun 24 2021,5.2
Thu Jun 24 2021,16.16
Thu Jun 24 2021,29.58
Thu Jun 24 2021,41.88
Thu Jun 24 2021,55.77
Thu Jun 24 2021,60.25
Thu Jun 24 2021,61.45
Thu Jun 24 2021,64.82
Thu Jun 24 2021,65.6
Thu Jun 24 2021,63.45
Thu Jun 24 2021,61.38
Thu Jun 24 2021,55.48
Thu Jun 24 2021,46.71
Thu Jun 24 2021,34.53
Thu Jun 24 2021,25.2
Thu Jun 24 2021,19.77
Thu Jun 24 2021,14.78
Thu Jun 24 2021,9.66
Thu Jun 24 2021,6.75
Fri Jun 25 2021,4.69
Fri Jun 25 2021,3.91
Fri Jun 25 2021,3.91
Fri Jun 25 2021,3.91
Fri Jun 25 2021,3.99
Fri Jun 25 2021,6.29
Fri Jun 25 2021,10.59
Fri Jun 25 2021,20.54
Fri Jun 25 2021,35.92
Fri Jun 25 2021,48.19
Fri Jun 25 2021,50.96
Fri Jun 25 2021,48.24
Fri Jun 25 2021,49.23
Fri Jun 25 2021,51.37
Fri Jun 25 2021,48.94
Fri Jun 25 2021,51.57
Fri Jun 25 2021,45.95
Fri Jun 25 2021,36.74
Fri Jun 25 2021,26.13
Fri Jun 25 2021,21.32
Fri Jun 25 2021,16.8
Fri Jun 25 2021,13.59
Fri Jun 25 2021,10.57
Fri Jun 25 2021,4.28
Sat Jun 26 2021,2.41
Sat Jun 26 2021,3.72
Sat Jun 26 2021,3.65
Sat Jun 26 2021,3.13
Sat Jun 26 2021,3.01
Sat Jun 26 2021,2.47
Sat Jun 26 2021,4.51
Sat Jun 26 2021,9.09
Sat Jun 26 2021,12.03
Sat Jun 26 2021,20.14
Sat Jun 26 2021,28.1
Sat Jun 26 2021,32.58
Sat Jun 26 2021,37.57
Sat Jun 26 2021,42.15
Sat Jun 26 2021,44.63
Sat Jun 26 2021,44.8
Sat Jun 26 2021,39.74
Sat Jun 26 2021,31.58
Sat Jun 26 2021,23.48
Sat Jun 26 2021,21.59
Sat Jun 26 2021,20.32
Sat Jun 26 2021,18.47
Sat Jun 26 2021,15.19
Sat Jun 26 2021,12.9
Sun Jun 27 2021,11.78
Sun Jun 27 2021,10.71
Sun Jun 27 2021,8.59
Sun Jun 27 2021,8.59
Sun Jun 27 2021,8.41
Sun Jun 27 2021,8.52
Sun Jun 27 2021,7.19
Sun Jun 27 2021,7.11
Sun Jun 27 2021,8.83
Sun Jun 27 2021,11.2
Sun Jun 27 2021,14.47
Sun Jun 27 2021,14.85
Sun Jun 27 2021,16.29
Sun Jun 27 2021,17.55
Sun Jun 27 2021,17.64
Sun Jun 27 2021,15.07
Sun Jun 27 2021,10.19
Sun Jun 27 2021,7.36
Sun Jun 27 2021,6.41
Sun Jun 27 2021,5.77
Sun Jun 27 2021,5.95
Sun Jun 27 2021,6.36
Sun Jun 27 2021,5.07
Sun Jun 27 2021,2.82
Mon Jun 28 2021,2.34
Mon Jun 28 2021,4.46
Mon Jun 28 2021,4.69
Mon Jun 28 2021,4.56
Mon Jun 28 2021,3.91
Mon Jun 28 2021,4.67
Mon Jun 28 2021,11.17
Mon Jun 28 2021,22.51
Mon Jun 28 2021,33.69
Mon Jun 28 2021,37.26
Mon Jun 28 2021,42.92
Mon Jun 28 2021,43.8
Mon Jun 28 2021,45.58
Mon Jun 28 2021,46.59
Mon Jun 28 2021,46.02
Mon Jun 28 2021,44.62
Mon Jun 28 2021,43.11
Mon Jun 28 2021,31.07
Mon Jun 28 2021,19.42
Mon Jun 28 2021,10.76
Mon Jun 28 2021,7.91
Mon Jun 28 2021,4.47
Mon Jun 28 2021,2.41
Mon Jun 28 2021,1.89
Tue Jun 29 2021,1.56
Tue Jun 29 2021,2.23
Tue Jun 29 2021,2.34
Tue Jun 29 2021,2.3
Tue Jun 29 2021,1.7
Tue Jun 29 2021,4.83
Tue Jun 29 2021,14.17
Tue Jun 29 2021,31.33
Tue Jun 29 2021,51.41
Tue Jun 29 2021,61.79
Tue Jun 29 2021,66.23
Tue Jun 29 2021,65.1
Tue Jun 29 2021,61.86
Tue Jun 29 2021,60.59
Tue Jun 29 2021,60.23
Tue Jun 29 2021,58.11
Tue Jun 29 2021,54.42
Tue Jun 29 2021,47.32
Tue Jun 29 2021,32.04
Tue Jun 29 2021,18.59
Tue Jun 29 2021,9.45
Tue Jun 29 2021,6.12
Tue Jun 29 2021,4.29
Tue Jun 29 2021,3.15
Wed Jun 30 2021,1.06
Wed Jun 30 2021,1.38
Wed Jun 30 2021,1.56
Wed Jun 30 2021,1.56
Wed Jun 30 2021,1.56
Wed Jun 30 2021,2.84
Wed Jun 30 2021,10.66
Wed Jun 30 2021,24.67
Wed Jun 30 2021,46.12
Wed Jun 30 2021,57.04
Wed Jun 30 2021,63.39
Wed Jun 30 2021,60.13
Wed Jun 30 2021,58.27
Wed Jun 30 2021,57.75
Wed Jun 30 2021,56.53
Wed Jun 30 2021,54.83
Wed Jun 30 2021,50.54
Wed Jun 30 2021,38.68
Wed Jun 30 2021,24.93
Wed Jun 30 2021,16.64
Wed Jun 30 2021,9.76
Wed Jun 30 2021,6.45
Wed Jun 30 2021,4.96
Wed Jun 30 2021,0
Thu Jul 01 2021,2.94
Thu Jul 01 2021,3.13
Thu Jul 01 2021,3.13
Thu Jul 01 2021,3.24
Thu Jul 01 2021,3.48
Thu Jul 01 2021,11.82
Thu Jul 01 2021,25.17
Thu Jul 01 2021,51.89
Thu Jul 01 2021,64.26
Thu Jul 01 2021,66.06
Thu Jul 01 2021,68.64
Thu Jul 01 2021,67.2
Thu Jul 01 2021,67.92
Thu Jul 01 2021,67.25
Thu Jul 01 2021,61.14
Thu Jul 01 2021,55.54
Thu Jul 01 2021,46.75
Thu Jul 01 2021,32.34
Thu Jul 01 2021,21.53
Thu Jul 01 2021,17.34
Thu Jul 01 2021,13.25
Thu Jul 01 2021,8.95
Thu Jul 01 2021,5
Fri Jul 02 2021,3.39
Fri Jul 02 2021,7.03
Fri Jul 02 2021,7.03
Fri Jul 02 2021,7.03
Fri Jul 02 2021,7.16
Fri Jul 02 2021,6.59
Fri Jul 02 2021,12.85
Fri Jul 02 2021,24.55
Fri Jul 02 2021,43.6
Fri Jul 02 2021,53.49
Fri Jul 02 2021,58.21
Fri Jul 02 2021,54.45
Fri Jul 02 2021,51.93
Fri Jul 02 2021,51.47
Fri Jul 02 2021,55.92
Fri Jul 02 2021,51.42
Fri Jul 02 2021,46.07
Fri Jul 02 2021,35.5
Fri Jul 02 2021,23.15
Fri Jul 02 2021,19.41
Fri Jul 02 2021,16.5
Fri Jul 02 2021,10.83
Fri Jul 02 2021,6.92
Fri Jul 02 2021,5.24
Sat Jul 03 2021,2.48
Sat Jul 03 2021,1.58
Sat Jul 03 2021,1.56
Sat Jul 03 2021,1.56
Sat Jul 03 2021,1.82
Sat Jul 03 2021,2.74
Sat Jul 03 2021,7.05
Sat Jul 03 2021,11.26
Sat Jul 03 2021,15.73
Sat Jul 03 2021,20.56
Sat Jul 03 2021,24.42
Sat Jul 03 2021,29.22
Sat Jul 03 2021,31.56
Sat Jul 03 2021,31.84
Sat Jul 03 2021,31.68
Sat Jul 03 2021,29.2
Sat Jul 03 2021,24.96
Sat Jul 03 2021,22.82
Sat Jul 03 2021,15.15
Sat Jul 03 2021,13.71
Sat Jul 03 2021,14.14
Sat Jul 03 2021,12.6
Sat Jul 03 2021,10.91
Sat Jul 03 2021,9.2
Sun Jul 04 2021,6.04
Sun Jul 04 2021,5.06
Sun Jul 04 2021,4.69
Sun Jul 04 2021,4.69
Sun Jul 04 2021,4.69
Sun Jul 04 2021,4.94
Sun Jul 04 2021,5.47
Sun Jul 04 2021,7.87
Sun Jul 04 2021,10.98
Sun Jul 04 2021,12.03
Sun Jul 04 2021,13.45
Sun Jul 04 2021,14.26
Sun Jul 04 2021,14.84
Sun Jul 04 2021,14.25
Sun Jul 04 2021,13.79
Sun Jul 04 2021,14.47
Sun Jul 04 2021,11.83
Sun Jul 04 2021,8.69
Sun Jul 04 2021,5.89
Sun Jul 04 2021,3.41
Sun Jul 04 2021,3.25
Sun Jul 04 2021,3.45
Sun Jul 04 2021,3.91
Sun Jul 04 2021,3.94
Mon Jul 05 2021,3.91
Mon Jul 05 2021,3.91
Mon Jul 05 2021,3.91
Mon Jul 05 2021,3.91
Mon Jul 05 2021,3.91
Mon Jul 05 2021,6.5
Mon Jul 05 2021,13.09
Mon Jul 05 2021,30.69
Mon Jul 05 2021,41.99
Mon Jul 05 2021,46.33
Mon Jul 05 2021,48.86
Mon Jul 05 2021,51.36
Mon Jul 05 2021,51.32
Mon Jul 05 2021,54.3
Mon Jul 05 2021,58.25
Mon Jul 05 2021,53.9
Mon Jul 05 2021,49.08
Mon Jul 05 2021,40.54
Mon Jul 05 2021,26.79
Mon Jul 05 2021,15.65
Mon Jul 05 2021,10.98
Mon Jul 05 2021,7.88
Mon Jul 05 2021,7.58
Mon Jul 05 2021,7.48
Tue Jul 06 2021,6.29
Tue Jul 06 2021,9.3
Tue Jul 06 2021,9.38
Tue Jul 06 2021,9.38
Tue Jul 06 2021,9.38
Tue Jul 06 2021,7.08
Tue Jul 06 2021,14.67
Tue Jul 06 2021,33.93
Tue Jul 06 2021,52.69
Tue Jul 06 2021,59.97
Tue Jul 06 2021,62.27
Tue Jul 06 2021,67.4
Tue Jul 06 2021,65.59
Tue Jul 06 2021,63.83
Tue Jul 06 2021,63.75
Tue Jul 06 2021,60.26
Tue Jul 06 2021,55.14
Tue Jul 06 2021,42.72
Tue Jul 06 2021,31.72
Tue Jul 06 2021,21.96
Tue Jul 06 2021,13.7
Tue Jul 06 2021,11.08
Tue Jul 06 2021,10.53
Tue Jul 06 2021,7.65
Wed Jul 07 2021,6.94
Wed Jul 07 2021,11.72
Wed Jul 07 2021,11.72
Wed Jul 07 2021,11.72
Wed Jul 07 2021,11.72
Wed Jul 07 2021,9.13
Wed Jul 07 2021,16.3
Wed Jul 07 2021,34.32
Wed Jul 07 2021,51.06
Wed Jul 07 2021,58.18
Wed Jul 07 2021,60.51
Wed Jul 07 2021,61.56
Wed Jul 07 2021,57.29
Wed Jul 07 2021,55.83
Wed Jul 07 2021,57.66
Wed Jul 07 2021,55.72
Wed Jul 07 2021,52.13
Wed Jul 07 2021,39.3
Wed Jul 07 2021,28.82
Wed Jul 07 2021,21.04
Wed Jul 07 2021,16.66
Wed Jul 07 2021,14.65
Wed Jul 07 2021,11.79
Wed Jul 07 2021,8.57
Thu Jul 08 2021,4.7
Thu Jul 08 2021,3.97
Thu Jul 08 2021,3.91
Thu Jul 08 2021,3.91
Thu Jul 08 2021,3.91
Thu Jul 08 2021,5.01
Thu Jul 08 2021,14.38
Thu Jul 08 2021,32.05
Thu Jul 08 2021,46.45
Thu Jul 08 2021,54.56
Thu Jul 08 2021,62.06
Thu Jul 08 2021,62.64
Thu Jul 08 2021,65.19
Thu Jul 08 2021,68.35
Thu Jul 08 2021,66.49
Thu Jul 08 2021,66.47
Thu Jul 08 2021,61.99
Thu Jul 08 2021,47.71
Thu Jul 08 2021,34.43
Thu Jul 08 2021,22.59
Thu Jul 08 2021,17.2
Thu Jul 08 2021,13.43
Thu Jul 08 2021,9.96
Thu Jul 08 2021,7.66
Fri Jul 09 2021,6.27
Fri Jul 09 2021,11.72
Fri Jul 09 2021,11.72
Fri Jul 09 2021,11.72
Fri Jul 09 2021,11.52
Fri Jul 09 2021,9.24
Fri Jul 09 2021,16.51
Fri Jul 09 2021,31.25
Fri Jul 09 2021,44.59
Fri Jul 09 2021,50.81
Fri Jul 09 2021,53.72
Fri Jul 09 2021,57.58
Fri Jul 09 2021,57.36
Fri Jul 09 2021,54.78
Fri Jul 09 2021,55.89
Fri Jul 09 2021,49.25
Fri Jul 09 2021,46.15
Fri Jul 09 2021,41.14
Fri Jul 09 2021,31.4
Fri Jul 09 2021,25.36
Fri Jul 09 2021,19.53
Fri Jul 09 2021,14.63
Fri Jul 09 2021,11.36
Fri Jul 09 2021,6.06
Sat Jul 10 2021,4.3
Sat Jul 10 2021,8.61
Sat Jul 10 2021,9.38
Sat Jul 10 2021,9.38
Sat Jul 10 2021,7.85
Sat Jul 10 2021,3.44
Sat Jul 10 2021,5.72
Sat Jul 10 2021,10.35
Sat Jul 10 2021,16.6
Sat Jul 10 2021,23.45
Sat Jul 10 2021,29.63
Sat Jul 10 2021,34.91
Sat Jul 10 2021,37.45
Sat Jul 10 2021,37.13
Sat Jul 10 2021,39.85
Sat Jul 10 2021,37.23
Sat Jul 10 2021,32.81
Sat Jul 10 2021,24.69
Sat Jul 10 2021,17.37
Sat Jul 10 2021,12.61
Sat Jul 10 2021,10.63
Sat Jul 10 2021,8.51
Sat Jul 10 2021,7.85
Sat Jul 10 2021,6.64
Sun Jul 11 2021,6.25
Sun Jul 11 2021,7
Sun Jul 11 2021,7.03
Sun Jul 11 2021,7.03
Sun Jul 11 2021,7.03
Sun Jul 11 2021,6.93
Sun Jul 11 2021,6.15
Sun Jul 11 2021,6.58
Sun Jul 11 2021,8.44
Sun Jul 11 2021,9.61
Sun Jul 11 2021,10.49
Sun Jul 11 2021,12.65
Sun Jul 11 2021,14.83
Sun Jul 11 2021,16.62
Sun Jul 11 2021,17.1
Sun Jul 11 2021,17.55
Sun Jul 11 2021,13.51
Sun Jul 11 2021,10.48
Sun Jul 11 2021,10.82
Sun Jul 11 2021,9.68
Sun Jul 11 2021,5.69
Sun Jul 11 2021,5.4
Sun Jul 11 2021,5.03
Sun Jul 11 2021,4.76
Mon Jul 12 2021,4.53
Mon Jul 12 2021,5.33
Mon Jul 12 2021,5.47
Mon Jul 12 2021,5.47
Mon Jul 12 2021,5.74
Mon Jul 12 2021,6.36
Mon Jul 12 2021,13.12
Mon Jul 12 2021,28.67
Mon Jul 12 2021,39.69
Mon Jul 12 2021,44.47
Mon Jul 12 2021,46.07
Mon Jul 12 2021,49.12
Mon Jul 12 2021,50.49
Mon Jul 12 2021,51.63
Mon Jul 12 2021,56.09
Mon Jul 12 2021,56.82
Mon Jul 12 2021,50.13
Mon Jul 12 2021,33.63
Mon Jul 12 2021,16.64
Mon Jul 12 2021,9.24
Mon Jul 12 2021,7.31
Mon Jul 12 2021,7.2
Mon Jul 12 2021,5.66
Mon Jul 12 2021,4.72
Tue Jul 13 2021,5.26
Tue Jul 13 2021,9.02
Tue Jul 13 2021,9.38
Tue Jul 13 2021,9.07
Tue Jul 13 2021,9.09
Tue Jul 13 2021,5.61
Tue Jul 13 2021,12.25
Tue Jul 13 2021,30.65
Tue Jul 13 2021,50.53
Tue Jul 13 2021,56.9
Tue Jul 13 2021,58.83
Tue Jul 13 2021,59.22
Tue Jul 13 2021,60.78
Tue Jul 13 2021,64.39
Tue Jul 13 2021,64.5
Tue Jul 13 2021,61.54
Tue Jul 13 2021,55.2
Tue Jul 13 2021,43.46
Tue Jul 13 2021,30.27
Tue Jul 13 2021,17.27
Tue Jul 13 2021,11.56
Tue Jul 13 2021,9.25
Tue Jul 13 2021,5.88
Tue Jul 13 2021,4.15
Wed Jul 14 2021,3.91
Wed Jul 14 2021,3.91
Wed Jul 14 2021,3.91
Wed Jul 14 2021,3.91
Wed Jul 14 2021,3.91
Wed Jul 14 2021,4.86
Wed Jul 14 2021,13.17
Wed Jul 14 2021,28.69
Wed Jul 14 2021,47.34
Wed Jul 14 2021,56.46
Wed Jul 14 2021,61.85
Wed Jul 14 2021,62.09
Wed Jul 14 2021,60.05
Wed Jul 14 2021,60.94
Wed Jul 14 2021,62.15
Wed Jul 14 2021,58.7
Wed Jul 14 2021,52.39
Wed Jul 14 2021,36.48
Wed Jul 14 2021,19.47
Wed Jul 14 2021,14.43
Wed Jul 14 2021,11.06
Wed Jul 14 2021,9.01
Wed Jul 14 2021,7.27
Wed Jul 14 2021,5.87
Thu Jul 15 2021,5.47
Thu Jul 15 2021,4.03
Thu Jul 15 2021,3.91
Thu Jul 15 2021,3.91
Thu Jul 15 2021,3.91
Thu Jul 15 2021,5.85
Thu Jul 15 2021,16.97
Thu Jul 15 2021,34.67
Thu Jul 15 2021,52.05
Thu Jul 15 2021,56.99
Thu Jul 15 2021,61.19
Thu Jul 15 2021,61.82
Thu Jul 15 2021,60.03
Thu Jul 15 2021,59.5
Thu Jul 15 2021,61.6
Thu Jul 15 2021,60.52
Thu Jul 15 2021,56.4
Thu Jul 15 2021,44.69
Thu Jul 15 2021,27.32
Thu Jul 15 2021,16.99
Thu Jul 15 2021,13.25
Thu Jul 15 2021,9.5
Thu Jul 15 2021,4.5
Thu Jul 15 2021,2.39
Fri Jul 16 2021,1.67
Fri Jul 16 2021,7.43
Fri Jul 16 2021,7.81
Fri Jul 16 2021,7.81
Fri Jul 16 2021,7.81
Fri Jul 16 2021,3.5
Fri Jul 16 2021,7.17
Fri Jul 16 2021,23.24
Fri Jul 16 2021,39.57
Fri Jul 16 2021,43.75
Fri Jul 16 2021,46.24
Fri Jul 16 2021,47.65
Fri Jul 16 2021,48.37
Fri Jul 16 2021,49.63
Fri Jul 16 2021,49.14
Fri Jul 16 2021,42.8
Fri Jul 16 2021,38.92
Fri Jul 16 2021,37.15
Fri Jul 16 2021,28.01
Fri Jul 16 2021,20.63
Fri Jul 16 2021,14.24
Fri Jul 16 2021,9.32
Fri Jul 16 2021,7.49
Fri Jul 16 2021,5.88
Sat Jul 17 2021,5.47
Sat Jul 17 2021,5.47
Sat Jul 17 2021,5.47
Sat Jul 17 2021,5.47
Sat Jul 17 2021,5.43
Sat Jul 17 2021,5.91
Sat Jul 17 2021,7.9
Sat Jul 17 2021,9.75
Sat Jul 17 2021,14.72
Sat Jul 17 2021,18.39
Sat Jul 17 2021,21.82
Sat Jul 17 2021,28.02
Sat Jul 17 2021,28.23
Sat Jul 17 2021,27.53
Sat Jul 17 2021,28.85
Sat Jul 17 2021,29.47
Sat Jul 17 2021,22.81
Sat Jul 17 2021,13.55
Sat Jul 17 2021,8.48
Sat Jul 17 2021,7.99
Sat Jul 17 2021,7.73
Sat Jul 17 2021,7.57
Sat Jul 17 2021,6.8
Sat Jul 17 2021,4.78
Sun Jul 18 2021,3.7
Sun Jul 18 2021,5.37
Sun Jul 18 2021,5.52
Sun Jul 18 2021,5.47
Sun Jul 18 2021,6.26
Sun Jul 18 2021,6.71
Sun Jul 18 2021,4.72
Sun Jul 18 2021,5.4
Sun Jul 18 2021,5.53
Sun Jul 18 2021,6.9
Sun Jul 18 2021,9.08
Sun Jul 18 2021,11.67
Sun Jul 18 2021,11.58
Sun Jul 18 2021,12.92
Sun Jul 18 2021,13.94
Sun Jul 18 2021,14.18
Sun Jul 18 2021,12.7
Sun Jul 18 2021,12.44
Sun Jul 18 2021,8.59
Sun Jul 18 2021,9
Sun Jul 18 2021,8.17
Sun Jul 18 2021,7.14
Sun Jul 18 2021,5.38
Sun Jul 18 2021,4.69
Mon Jul 19 2021,3.62
Mon Jul 19 2021,5.06
Mon Jul 19 2021,5.47
Mon Jul 19 2021,5.47
Mon Jul 19 2021,5.47
Mon Jul 19 2021,6.09
Mon Jul 19 2021,13.94
Mon Jul 19 2021,25.21
Mon Jul 19 2021,32.37
Mon Jul 19 2021,39.1
Mon Jul 19 2021,44.49
Mon Jul 19 2021,45.74
Mon Jul 19 2021,43.59
Mon Jul 19 2021,47.73
Mon Jul 19 2021,47.15
Mon Jul 19 2021,47.14
Mon Jul 19 2021,47.15
Mon Jul 19 2021,38.17
Mon Jul 19 2021,25.21
Mon Jul 19 2021,16.6
Mon Jul 19 2021,10.79
Mon Jul 19 2021,7.49
Mon Jul 19 2021,7.25
Mon Jul 19 2021,6.75
Tue Jul 20 2021,4.88
Tue Jul 20 2021,7.83
Tue Jul 20 2021,8.59
Tue Jul 20 2021,8.59
Tue Jul 20 2021,8.59
Tue Jul 20 2021,8.03
Tue Jul 20 2021,14.85
Tue Jul 20 2021,29.66
Tue Jul 20 2021,45.78
Tue Jul 20 2021,49.7
Tue Jul 20 2021,53.64
Tue Jul 20 2021,59.45
Tue Jul 20 2021,60.83
Tue Jul 20 2021,65.7
Tue Jul 20 2021,64.88
Tue Jul 20 2021,59.69
Tue Jul 20 2021,56.41
Tue Jul 20 2021,45.2
Tue Jul 20 2021,30.58
Tue Jul 20 2021,20.27
Tue Jul 20 2021,13.83
Tue Jul 20 2021,12.18
Tue Jul 20 2021,9.78
Tue Jul 20 2021,7.06
Wed Jul 21 2021,6.25
Wed Jul 21 2021,5.63
Wed Jul 21 2021,5.47
Wed Jul 21 2021,5.47
Wed Jul 21 2021,5.47
Wed Jul 21 2021,7.54
Wed Jul 21 2021,13.92
Wed Jul 21 2021,25.18
Wed Jul 21 2021,38.3
Wed Jul 21 2021,48.98
Wed Jul 21 2021,55.9
Wed Jul 21 2021,62.28
Wed Jul 21 2021,62.34
Wed Jul 21 2021,64.77
Wed Jul 21 2021,61.14
Wed Jul 21 2021,54.83
Wed Jul 21 2021,48.97
Wed Jul 21 2021,35.11
Wed Jul 21 2021,26.78
Wed Jul 21 2021,18.38
Wed Jul 21 2021,13.6
Wed Jul 21 2021,9
Wed Jul 21 2021,5.63
Wed Jul 21 2021,5.47
Thu Jul 22 2021,5.46
Thu Jul 22 2021,7.63
Thu Jul 22 2021,7.81
Thu Jul 22 2021,7.81
Thu Jul 22 2021,7.99
Thu Jul 22 2021,10.32
Thu Jul 22 2021,17.34
Thu Jul 22 2021,32.1
Thu Jul 22 2021,44.43
Thu Jul 22 2021,50.77
Thu Jul 22 2021,56.95
Thu Jul 22 2021,57.93
Thu Jul 22 2021,54.3
Thu Jul 22 2021,52.67
Thu Jul 22 2021,49.49
Thu Jul 22 2021,46.89
Thu Jul 22 2021,44.71
Thu Jul 22 2021,31.74
Thu Jul 22 2021,22.33
Thu Jul 22 2021,17.55
Thu Jul 22 2021,13.54
Thu Jul 22 2021,10.11
Thu Jul 22 2021,7.58
Thu Jul 22 2021,7.01
Fri Jul 23 2021,7.49
Fri Jul 23 2021,5.81
Fri Jul 23 2021,3.95
Fri Jul 23 2021,3.91
Fri Jul 23 2021,3.91
Fri Jul 23 2021,7.18
Fri Jul 23 2021,12.86
Fri Jul 23 2021,21.67
Fri Jul 23 2021,34.2
Fri Jul 23 2021,39.43
Fri Jul 23 2021,44.11
Fri Jul 23 2021,45.86
Fri Jul 23 2021,44.07
Fri Jul 23 2021,42.33
Fri Jul 23 2021,39.32
Fri Jul 23 2021,35.73
Fri Jul 23 2021,32.36
Fri Jul 23 2021,26.33
Fri Jul 23 2021,20.91
Fri Jul 23 2021,17.87
Fri Jul 23 2021,17.18
Fri Jul 23 2021,14.42
Fri Jul 23 2021,11.57
Fri Jul 23 2021,8.77
Sat Jul 24 2021,6.48
Sat Jul 24 2021,5.47
Sat Jul 24 2021,5.47
Sat Jul 24 2021,5.47
Sat Jul 24 2021,5.47
Sat Jul 24 2021,5.47
Sat Jul 24 2021,7.75
Sat Jul 24 2021,10.19
Sat Jul 24 2021,15.48
Sat Jul 24 2021,17.82
Sat Jul 24 2021,21.94
Sat Jul 24 2021,24.88
Sat Jul 24 2021,26.07
Sat Jul 24 2021,27.28
Sat Jul 24 2021,28.06
Sat Jul 24 2021,26.45
Sat Jul 24 2021,22.46
Sat Jul 24 2021,17.44
Sat Jul 24 2021,11.27
Sat Jul 24 2021,9.44
Sat Jul 24 2021,9.97
Sat Jul 24 2021,9.55
Sat Jul 24 2021,8.75
Sat Jul 24 2021,8.62
Sun Jul 25 2021,8.59
Sun Jul 25 2021,12.29
Sun Jul 25 2021,12.6
Sun Jul 25 2021,12.53
Sun Jul 25 2021,12.11
Sun Jul 25 2021,10.98
Sun Jul 25 2021,7.38
Sun Jul 25 2021,7.81
Sun Jul 25 2021,7.77
Sun Jul 25 2021,7.93
Sun Jul 25 2021,8.06
Sun Jul 25 2021,12.72
Sun Jul 25 2021,14.77
Sun Jul 25 2021,13.96
Sun Jul 25 2021,13.76
Sun Jul 25 2021,12.75
Sun Jul 25 2021,12.79
Sun Jul 25 2021,10.58
Sun Jul 25 2021,9.84
Sun Jul 25 2021,10.94
Sun Jul 25 2021,9.54
Sun Jul 25 2021,7.58
Sun Jul 25 2021,5.74
Sun Jul 25 2021,4.69
Mon Jul 26 2021,4.69
Mon Jul 26 2021,10.1
Mon Jul 26 2021,10.94
Mon Jul 26 2021,10.94
Mon Jul 26 2021,10.94
Mon Jul 26 2021,8.83
Mon Jul 26 2021,13.34
Mon Jul 26 2021,23.09
Mon Jul 26 2021,35.02
Mon Jul 26 2021,39.53
Mon Jul 26 2021,43.71
Mon Jul 26 2021,46.62
Mon Jul 26 2021,44.14
Mon Jul 26 2021,47.01
Mon Jul 26 2021,49.24
Mon Jul 26 2021,44.98
Mon Jul 26 2021,40.11
Mon Jul 26 2021,30.38
Mon Jul 26 2021,21.65
Mon Jul 26 2021,10.44
Mon Jul 26 2021,7.11
Mon Jul 26 2021,5.27
Mon Jul 26 2021,4.69
Mon Jul 26 2021,4.76
Tue Jul 27 2021,4.13
Tue Jul 27 2021,5.38
Tue Jul 27 2021,5.47
Tue Jul 27 2021,5.47
Tue Jul 27 2021,5.47
Tue Jul 27 2021,5.23
Tue Jul 27 2021,8.14
Tue Jul 27 2021,18.27
Tue Jul 27 2021,29.87
Tue Jul 27 2021,38.28
Tue Jul 27 2021,42.65
Tue Jul 27 2021,48.66
Tue Jul 27 2021,51.58
Tue Jul 27 2021,55.77
Tue Jul 27 2021,57.52
Tue Jul 27 2021,51.13
Tue Jul 27 2021,45.27
Tue Jul 27 2021,38.15
