category,Auslastung
Thu May 13 2021,12.95
Thu May 13 2021,17.78
Thu May 13 2021,19.6
Thu May 13 2021,19.54
Thu May 13 2021,17.76
Thu May 13 2021,14.08
Thu May 13 2021,9.1
Thu May 13 2021,7.52
Thu May 13 2021,4.69
Thu May 13 2021,4.51
Thu May 13 2021,4.72
Thu May 13 2021,3.18
Fri May 14 2021,3.42
Fri May 14 2021,8.99
Fri May 14 2021,8.59
Fri May 14 2021,8.59
Fri May 14 2021,8.59
Fri May 14 2021,4.01
Fri May 14 2021,7.94
Fri May 14 2021,17.69
Fri May 14 2021,29.75
Fri May 14 2021,40.43
Fri May 14 2021,45.5
Fri May 14 2021,45.57
Fri May 14 2021,42.79
Fri May 14 2021,43.69
Fri May 14 2021,43.77
Fri May 14 2021,42.71
Fri May 14 2021,38.75
Fri May 14 2021,33.57
Fri May 14 2021,24.17
Fri May 14 2021,16.79
Fri May 14 2021,12.34
Fri May 14 2021,9.32
Fri May 14 2021,7.27
Fri May 14 2021,7.18
Sat May 15 2021,5.21
Sat May 15 2021,6.91
Sat May 15 2021,7.03
Sat May 15 2021,7.03
Sat May 15 2021,6.46
Sat May 15 2021,5.26
Sat May 15 2021,9.3
Sat May 15 2021,13.92
Sat May 15 2021,18.3
Sat May 15 2021,21.54
Sat May 15 2021,27.83
Sat May 15 2021,37.16
Sat May 15 2021,39.71
Sat May 15 2021,38.19
Sat May 15 2021,35.83
Sat May 15 2021,31.68
Sat May 15 2021,28.22
Sat May 15 2021,19.05
Sat May 15 2021,12.75
Sat May 15 2021,10.81
Sat May 15 2021,10.8
Sat May 15 2021,9.2
Sat May 15 2021,9.07
Sat May 15 2021,8.35
Sun May 16 2021,6.73
Sun May 16 2021,6.38
Sun May 16 2021,6.18
Sun May 16 2021,5.47
Sun May 16 2021,5.47
Sun May 16 2021,5.73
Sun May 16 2021,6.32
Sun May 16 2021,6.06
Sun May 16 2021,6.67
Sun May 16 2021,7.52
Sun May 16 2021,9.03
Sun May 16 2021,10.58
Sun May 16 2021,11.81
Sun May 16 2021,13.16
Sun May 16 2021,13.25
Sun May 16 2021,10.13
Sun May 16 2021,6.07
Sun May 16 2021,5.09
Sun May 16 2021,4.69
Sun May 16 2021,4.72
Sun May 16 2021,3.66
Sun May 16 2021,5
Sun May 16 2021,4.79
Sun May 16 2021,5.46
Mon May 17 2021,4.38
Mon May 17 2021,4
Mon May 17 2021,3.91
Mon May 17 2021,3.91
Mon May 17 2021,3.94
Mon May 17 2021,6.03
Mon May 17 2021,13.43
Mon May 17 2021,29.46
Mon May 17 2021,43.06
Mon May 17 2021,47.53
Mon May 17 2021,53.37
Mon May 17 2021,53.72
Mon May 17 2021,53.14
Mon May 17 2021,55.76
Mon May 17 2021,59.09
Mon May 17 2021,55.26
Mon May 17 2021,49.85
Mon May 17 2021,38.67
Mon May 17 2021,23.24
Mon May 17 2021,12.23
Mon May 17 2021,8.19
Mon May 17 2021,7.36
Mon May 17 2021,5.31
Mon May 17 2021,2.55
Tue May 18 2021,1.62
Tue May 18 2021,2.34
Tue May 18 2021,1.6
Tue May 18 2021,1.56
Tue May 18 2021,1.56
Tue May 18 2021,3.21
Tue May 18 2021,8.7
Tue May 18 2021,27.76
Tue May 18 2021,47.14
Tue May 18 2021,56.91
Tue May 18 2021,60.2
Tue May 18 2021,60.15
Tue May 18 2021,60.14
Tue May 18 2021,62.12
Tue May 18 2021,60.92
Tue May 18 2021,57.29
Tue May 18 2021,53.43
Tue May 18 2021,37.57
Tue May 18 2021,23.93
Tue May 18 2021,14.85
Tue May 18 2021,8.61
Tue May 18 2021,6.79
Tue May 18 2021,5.16
Tue May 18 2021,4.12
Wed May 19 2021,3.13
Wed May 19 2021,3.13
Wed May 19 2021,3.13
Wed May 19 2021,3.13
Wed May 19 2021,3.13
Wed May 19 2021,4.5
Wed May 19 2021,13.22
Wed May 19 2021,24.92
Wed May 19 2021,38.2
Wed May 19 2021,42.92
Wed May 19 2021,44.45
Wed May 19 2021,45.35
Wed May 19 2021,43.96
Wed May 19 2021,44.89
Wed May 19 2021,46.89
Wed May 19 2021,46.1
Wed May 19 2021,42.32
Wed May 19 2021,35.18
Wed May 19 2021,24.13
Wed May 19 2021,16.37
Wed May 19 2021,11.33
Wed May 19 2021,8.5
Wed May 19 2021,6.87
Wed May 19 2021,5.38
Thu May 20 2021,4.69
Thu May 20 2021,4.69
Thu May 20 2021,4.69
Thu May 20 2021,4.69
Thu May 20 2021,4.69
Thu May 20 2021,4.5
Thu May 20 2021,10.61
Thu May 20 2021,27.53
Thu May 20 2021,41.19
Thu May 20 2021,49.18
Thu May 20 2021,55.06
Thu May 20 2021,56.63
Thu May 20 2021,57.03
Thu May 20 2021,61.92
Thu May 20 2021,65.28
Thu May 20 2021,60.48
Thu May 20 2021,55.82
Thu May 20 2021,47.51
Thu May 20 2021,31.71
Thu May 20 2021,17.92
Thu May 20 2021,12.15
Thu May 20 2021,9.5
Thu May 20 2021,7.94
Thu May 20 2021,7.64
Fri May 21 2021,6.67
Fri May 21 2021,6.25
Fri May 21 2021,6.25
Fri May 21 2021,6.25
Fri May 21 2021,5.78
Fri May 21 2021,4.52
Fri May 21 2021,9.42
Fri May 21 2021,23.04
Fri May 21 2021,36.52
Fri May 21 2021,43.12
Fri May 21 2021,44.65
Fri May 21 2021,44.57
Fri May 21 2021,46.74
Fri May 21 2021,45.5
Fri May 21 2021,47.88
Fri May 21 2021,47.08
Fri May 21 2021,44.32
Fri May 21 2021,35.26
Fri May 21 2021,27.48
Fri May 21 2021,20.47
Fri May 21 2021,15.51
Fri May 21 2021,8.08
Fri May 21 2021,5.83
Fri May 21 2021,4.2
Sat May 22 2021,3.69
Sat May 22 2021,2.91
Sat May 22 2021,2.34
Sat May 22 2021,2.7
Sat May 22 2021,2.01
Sat May 22 2021,2.17
Sat May 22 2021,5.91
Sat May 22 2021,9.69
Sat May 22 2021,14.51
Sat May 22 2021,17.12
Sat May 22 2021,25.72
Sat May 22 2021,28.7
Sat May 22 2021,31.22
Sat May 22 2021,35.77
Sat May 22 2021,38.92
Sat May 22 2021,37.55
Sat May 22 2021,30.23
Sat May 22 2021,19.25
Sat May 22 2021,11.92
Sat May 22 2021,9.39
Sat May 22 2021,7.35
Sat May 22 2021,6.04
Sat May 22 2021,5.26
Sat May 22 2021,5.47
Sun May 23 2021,3.9
Sun May 23 2021,9.37
Sun May 23 2021,9.38
Sun May 23 2021,9.38
Sun May 23 2021,9.38
Sun May 23 2021,9.01
Sun May 23 2021,4.79
Sun May 23 2021,4.9
Sun May 23 2021,5.32
Sun May 23 2021,5.03
Sun May 23 2021,10.2
Sun May 23 2021,16.44
Sun May 23 2021,18.79
Sun May 23 2021,19.7
Sun May 23 2021,25.63
Sun May 23 2021,24.19
Sun May 23 2021,17.06
Sun May 23 2021,10.86
Sun May 23 2021,6.8
Sun May 23 2021,7.05
Sun May 23 2021,6.56
Sun May 23 2021,5.33
Sun May 23 2021,3.74
Sun May 23 2021,3.26
Mon May 24 2021,3.29
Mon May 24 2021,8.41
Mon May 24 2021,8.59
Mon May 24 2021,8.59
Mon May 24 2021,8.59
Mon May 24 2021,7.7
Mon May 24 2021,3.4
Mon May 24 2021,4.34
Mon May 24 2021,5.29
Mon May 24 2021,6.95
Mon May 24 2021,10.98
Mon May 24 2021,14.12
Mon May 24 2021,15.87
Mon May 24 2021,17.48
Mon May 24 2021,16.88
Mon May 24 2021,13.99
Mon May 24 2021,12.56
Mon May 24 2021,10.38
Mon May 24 2021,7.85
Mon May 24 2021,6.21
Mon May 24 2021,5.81
Mon May 24 2021,4.28
Mon May 24 2021,4.03
Mon May 24 2021,4.61
Tue May 25 2021,4.11
Tue May 25 2021,9.38
Tue May 25 2021,9.38
Tue May 25 2021,9.38
Tue May 25 2021,9.38
Tue May 25 2021,6.7
Tue May 25 2021,14.91
Tue May 25 2021,35.07
Tue May 25 2021,49.92
Tue May 25 2021,54.77
Tue May 25 2021,57.11
Tue May 25 2021,58.43
Tue May 25 2021,57.01
Tue May 25 2021,61.7
Tue May 25 2021,62.16
Tue May 25 2021,59.17
Tue May 25 2021,54.91
Tue May 25 2021,43.65
Tue May 25 2021,26.68
Tue May 25 2021,13.68
Tue May 25 2021,10.12
Tue May 25 2021,7.81
Tue May 25 2021,10.39
Tue May 25 2021,10.95
Wed May 26 2021,10.16
Wed May 26 2021,10.16
Wed May 26 2021,10.16
Wed May 26 2021,10.16
Wed May 26 2021,10.16
Wed May 26 2021,4.23
Wed May 26 2021,7.7
Wed May 26 2021,23.5
Wed May 26 2021,37.99
Wed May 26 2021,41.35
Wed May 26 2021,45.52
Wed May 26 2021,49.26
Wed May 26 2021,49.54
Wed May 26 2021,49.2
Wed May 26 2021,48.23
Wed May 26 2021,41.57
Wed May 26 2021,38.2
Wed May 26 2021,30.6
Wed May 26 2021,19.13
Wed May 26 2021,12.65
Wed May 26 2021,7.3
Wed May 26 2021,4.03
Wed May 26 2021,5.84
Wed May 26 2021,7.15
Thu May 27 2021,6.25
Thu May 27 2021,6.25
Thu May 27 2021,6.25
Thu May 27 2021,5.76
Thu May 27 2021,5.47
Thu May 27 2021,4.1
Thu May 27 2021,11.64
Thu May 27 2021,26.97
Thu May 27 2021,42.79
Thu May 27 2021,50.16
Thu May 27 2021,53.25
Thu May 27 2021,56.25
Thu May 27 2021,54.2
Thu May 27 2021,53.12
Thu May 27 2021,54.04
Thu May 27 2021,52.42
Thu May 27 2021,49.47
Thu May 27 2021,38.79
Thu May 27 2021,24.47
Thu May 27 2021,14.71
Thu May 27 2021,9.86
Thu May 27 2021,8.77
Thu May 27 2021,4.85
Thu May 27 2021,3.91
Fri May 28 2021,3.91
Fri May 28 2021,3.91
Fri May 28 2021,3.91
Fri May 28 2021,3.91
Fri May 28 2021,3.94
Fri May 28 2021,6.68
Fri May 28 2021,13.18
Fri May 28 2021,27.22
Fri May 28 2021,41.91
Fri May 28 2021,54
Fri May 28 2021,60.06
Fri May 28 2021,62.39
Fri May 28 2021,59.15
Fri May 28 2021,60.97
Fri May 28 2021,60.83
Fri May 28 2021,55.42
Fri May 28 2021,51.18
Fri May 28 2021,38.46
Fri May 28 2021,26.52
Fri May 28 2021,19.35
Fri May 28 2021,10.4
Fri May 28 2021,7.26
Fri May 28 2021,5.61
Fri May 28 2021,4.98
Sat May 29 2021,2.87
Sat May 29 2021,2.05
Sat May 29 2021,1.56
Sat May 29 2021,1.75
Sat May 29 2021,1.86
Sat May 29 2021,1.97
Sat May 29 2021,6.99
Sat May 29 2021,11.52
Sat May 29 2021,18.92
Sat May 29 2021,23.64
Sat May 29 2021,30.35
Sat May 29 2021,38.68
Sat May 29 2021,39.35
Sat May 29 2021,38.57
Sat May 29 2021,38.98
Sat May 29 2021,37.93
Sat May 29 2021,33.99
Sat May 29 2021,25.38
Sat May 29 2021,18.91
Sat May 29 2021,15.44
Sat May 29 2021,13.55
Sat May 29 2021,12.19
Sat May 29 2021,10.7
Sat May 29 2021,9.89
Sun May 30 2021,7.83
Sun May 30 2021,8.52
Sun May 30 2021,8.34
Sun May 30 2021,7.81
Sun May 30 2021,7.81
Sun May 30 2021,7.83
Sun May 30 2021,7.21
Sun May 30 2021,7.24
Sun May 30 2021,7.12
Sun May 30 2021,8.91
Sun May 30 2021,13.82
Sun May 30 2021,15.75
Sun May 30 2021,15.9
Sun May 30 2021,15.88
Sun May 30 2021,18.13
Sun May 30 2021,15.85
Sun May 30 2021,13.12
Sun May 30 2021,10.83
Sun May 30 2021,11.15
Sun May 30 2021,8.65
Sun May 30 2021,7.2
Sun May 30 2021,3.62
Sun May 30 2021,2.94
Sun May 30 2021,2.6
Mon May 31 2021,2.35
Mon May 31 2021,9.29
Mon May 31 2021,9.38
Mon May 31 2021,9.38
Mon May 31 2021,9.38
Mon May 31 2021,4.99
Mon May 31 2021,10.16
Mon May 31 2021,24.63
Mon May 31 2021,38.28
Mon May 31 2021,43.31
Mon May 31 2021,47.04
Mon May 31 2021,48.18
Mon May 31 2021,47.1
Mon May 31 2021,43.09
Mon May 31 2021,44.57
Mon May 31 2021,45.55
Mon May 31 2021,41.84
Mon May 31 2021,33.12
Mon May 31 2021,21.44
Mon May 31 2021,13.73
Mon May 31 2021,11.72
Mon May 31 2021,9.13
Mon May 31 2021,7.4
Mon May 31 2021,6.08
Tue Jun 01 2021,5.87
Tue Jun 01 2021,13.28
Tue Jun 01 2021,13.28
Tue Jun 01 2021,13.28
Tue Jun 01 2021,13.28
Tue Jun 01 2021,7.57
Tue Jun 01 2021,10.62
Tue Jun 01 2021,29.82
Tue Jun 01 2021,45.2
Tue Jun 01 2021,50.52
Tue Jun 01 2021,55.23
Tue Jun 01 2021,53.98
Tue Jun 01 2021,54.11
Tue Jun 01 2021,55.28
Tue Jun 01 2021,56.54
Tue Jun 01 2021,56.94
Tue Jun 01 2021,49.19
Tue Jun 01 2021,37.34
Tue Jun 01 2021,24.14
Tue Jun 01 2021,14.43
Tue Jun 01 2021,10.41
Tue Jun 01 2021,6.55
Tue Jun 01 2021,4.74
Tue Jun 01 2021,3.69
Wed Jun 02 2021,3.35
Wed Jun 02 2021,10.16
Wed Jun 02 2021,10.16
Wed Jun 02 2021,10.16
Wed Jun 02 2021,10.16
Wed Jun 02 2021,5.47
Wed Jun 02 2021,11.1
Wed Jun 02 2021,25.43
Wed Jun 02 2021,39.87
Wed Jun 02 2021,46.91
Wed Jun 02 2021,50.64
Wed Jun 02 2021,47.79
Wed Jun 02 2021,47.46
Wed Jun 02 2021,48.32
Wed Jun 02 2021,52.12
Wed Jun 02 2021,52.21
Wed Jun 02 2021,45.09
Wed Jun 02 2021,33.93
Wed Jun 02 2021,19.8
Wed Jun 02 2021,14.99
Wed Jun 02 2021,9.42
Wed Jun 02 2021,6.6
Wed Jun 02 2021,4.69
Wed Jun 02 2021,4.57
Thu Jun 03 2021,3.91
Thu Jun 03 2021,6.05
Thu Jun 03 2021,6.25
Thu Jun 03 2021,6.53
Thu Jun 03 2021,5.41
Thu Jun 03 2021,3.79
Thu Jun 03 2021,12.02
Thu Jun 03 2021,31.51
Thu Jun 03 2021,48.52
Thu Jun 03 2021,59.37
Thu Jun 03 2021,63.27
Thu Jun 03 2021,68.81
Thu Jun 03 2021,69.66
Thu Jun 03 2021,74.41
Thu Jun 03 2021,76.92
Thu Jun 03 2021,71.38
Thu Jun 03 2021,63.23
Thu Jun 03 2021,43.29
Thu Jun 03 2021,24.66
Thu Jun 03 2021,20.04
Thu Jun 03 2021,16.91
Thu Jun 03 2021,10.96
Thu Jun 03 2021,6.52
Thu Jun 03 2021,5.08
Fri Jun 04 2021,4.68
Fri Jun 04 2021,3.91
Fri Jun 04 2021,3.91
Fri Jun 04 2021,3.91
Fri Jun 04 2021,3.91
Fri Jun 04 2021,4.89
Fri Jun 04 2021,8.17
Fri Jun 04 2021,20.98
Fri Jun 04 2021,38.53
Fri Jun 04 2021,48.99
Fri Jun 04 2021,52.64
Fri Jun 04 2021,54.87
Fri Jun 04 2021,53.17
Fri Jun 04 2021,52.54
Fri Jun 04 2021,52.23
Fri Jun 04 2021,49.6
Fri Jun 04 2021,44.06
Fri Jun 04 2021,31.84
Fri Jun 04 2021,21.25
Fri Jun 04 2021,14.76
Fri Jun 04 2021,10.19
Fri Jun 04 2021,8.11
Fri Jun 04 2021,5.4
Fri Jun 04 2021,2.05
Sat Jun 05 2021,1.56
Sat Jun 05 2021,1.2
Sat Jun 05 2021,0.78
Sat Jun 05 2021,0.78
Sat Jun 05 2021,0.78
Sat Jun 05 2021,0.82
Sat Jun 05 2021,2.48
Sat Jun 05 2021,9.21
Sat Jun 05 2021,14.85
Sat Jun 05 2021,19.37
Sat Jun 05 2021,25.71
Sat Jun 05 2021,28.62
Sat Jun 05 2021,26.78
Sat Jun 05 2021,28.14
Sat Jun 05 2021,29.53
Sat Jun 05 2021,30.5
Sat Jun 05 2021,24.43
Sat Jun 05 2021,17.45
Sat Jun 05 2021,13.49
Sat Jun 05 2021,9.51
Sat Jun 05 2021,10.19
Sat Jun 05 2021,9.38
Sat Jun 05 2021,8.76
Sat Jun 05 2021,7.25
Sun Jun 06 2021,5.16
Sun Jun 06 2021,8.43
Sun Jun 06 2021,9.76
Sun Jun 06 2021,10.16
Sun Jun 06 2021,10.16
Sun Jun 06 2021,9.45
Sun Jun 06 2021,4.76
Sun Jun 06 2021,4.61
Sun Jun 06 2021,4.34
Sun Jun 06 2021,6.87
Sun Jun 06 2021,9.56
Sun Jun 06 2021,11.6
Sun Jun 06 2021,13.66
Sun Jun 06 2021,15.5
Sun Jun 06 2021,14.92
Sun Jun 06 2021,14
Sun Jun 06 2021,12.63
Sun Jun 06 2021,9.05
Sun Jun 06 2021,6.08
Sun Jun 06 2021,5.36
Sun Jun 06 2021,5.01
Sun Jun 06 2021,4.56
Sun Jun 06 2021,3.41
Sun Jun 06 2021,3.83
Mon Jun 07 2021,3.91
Mon Jun 07 2021,5.66
Mon Jun 07 2021,6.25
Mon Jun 07 2021,6.25
Mon Jun 07 2021,6.25
Mon Jun 07 2021,5.44
Mon Jun 07 2021,14.21
Mon Jun 07 2021,31.31
Mon Jun 07 2021,47.83
Mon Jun 07 2021,52.72
Mon Jun 07 2021,56.84
Mon Jun 07 2021,61.39
Mon Jun 07 2021,60.09
Mon Jun 07 2021,60.7
Mon Jun 07 2021,60.85
Mon Jun 07 2021,61.53
Mon Jun 07 2021,56.17
Mon Jun 07 2021,45.57
Mon Jun 07 2021,29.06
Mon Jun 07 2021,15.5
Mon Jun 07 2021,9.69
Mon Jun 07 2021,9.67
Mon Jun 07 2021,8.66
Mon Jun 07 2021,8.08
Tue Jun 08 2021,7.03
Tue Jun 08 2021,7.03
Tue Jun 08 2021,7.03
Tue Jun 08 2021,7.03
Tue Jun 08 2021,7.03
Tue Jun 08 2021,7.5
Tue Jun 08 2021,14.54
Tue Jun 08 2021,34.35
Tue Jun 08 2021,54.63
Tue Jun 08 2021,65.67
Tue Jun 08 2021,68.2
Tue Jun 08 2021,68.12
Tue Jun 08 2021,68.57
Tue Jun 08 2021,70.72
Tue Jun 08 2021,72.18
Tue Jun 08 2021,70.01
Tue Jun 08 2021,62.97
Tue Jun 08 2021,51.05
Tue Jun 08 2021,36.38
Tue Jun 08 2021,20.53
Tue Jun 08 2021,12.08
Tue Jun 08 2021,7.7
Tue Jun 08 2021,6.47
Tue Jun 08 2021,4.37
Wed Jun 09 2021,3.91
Wed Jun 09 2021,4.66
Wed Jun 09 2021,4.69
Wed Jun 09 2021,4.69
Wed Jun 09 2021,4.69
Wed Jun 09 2021,5.17
Wed Jun 09 2021,13.6
Wed Jun 09 2021,31.81
Wed Jun 09 2021,55.5
Wed Jun 09 2021,69.21
Wed Jun 09 2021,75
Wed Jun 09 2021,74.99
Wed Jun 09 2021,71.36
Wed Jun 09 2021,69.45
Wed Jun 09 2021,67.48
Wed Jun 09 2021,63.84
Wed Jun 09 2021,55.82
Wed Jun 09 2021,42.31
Wed Jun 09 2021,30.16
Wed Jun 09 2021,18.75
Wed Jun 09 2021,13.01
Wed Jun 09 2021,13.31
Wed Jun 09 2021,11.52
Wed Jun 09 2021,9.33
Thu Jun 10 2021,6.63
Thu Jun 10 2021,7.04
Thu Jun 10 2021,7.03
Thu Jun 10 2021,7.03
Thu Jun 10 2021,7.03
Thu Jun 10 2021,8.63
Thu Jun 10 2021,15.85
Thu Jun 10 2021,35.83
Thu Jun 10 2021,55.5
Thu Jun 10 2021,65.42
Thu Jun 10 2021,68.55
Thu Jun 10 2021,68.05
Thu Jun 10 2021,66.8
Thu Jun 10 2021,67.51
Thu Jun 10 2021,65.8
Thu Jun 10 2021,63.69
Thu Jun 10 2021,57.93
Thu Jun 10 2021,43.99
Thu Jun 10 2021,28.1
Thu Jun 10 2021,19.33
Thu Jun 10 2021,12.9
Thu Jun 10 2021,7.64
Thu Jun 10 2021,5.92
Thu Jun 10 2021,3.72
Fri Jun 11 2021,3.13
Fri Jun 11 2021,3.13
Fri Jun 11 2021,3.13
Fri Jun 11 2021,3.13
Fri Jun 11 2021,3.13
Fri Jun 11 2021,3.46
Fri Jun 11 2021,7.56
Fri Jun 11 2021,14.35
Fri Jun 11 2021,33.25
Fri Jun 11 2021,45.58
Fri Jun 11 2021,53.9
Fri Jun 11 2021,54.07
Fri Jun 11 2021,53.18
Fri Jun 11 2021,51.62
Fri Jun 11 2021,49.22
Fri Jun 11 2021,46.16
Fri Jun 11 2021,36.65
Fri Jun 11 2021,30.13
Fri Jun 11 2021,24.88
Fri Jun 11 2021,17.62
Fri Jun 11 2021,10.57
Fri Jun 11 2021,8.29
Fri Jun 11 2021,6.15
Fri Jun 11 2021,4.7
Sat Jun 12 2021,3.32
Sat Jun 12 2021,9.6
Sat Jun 12 2021,10.16
Sat Jun 12 2021,10.16
Sat Jun 12 2021,8.35
Sat Jun 12 2021,2.91
Sat Jun 12 2021,6.25
Sat Jun 12 2021,10.23
Sat Jun 12 2021,16.19
Sat Jun 12 2021,21.95
Sat Jun 12 2021,27.25
Sat Jun 12 2021,26.58
Sat Jun 12 2021,26.15
Sat Jun 12 2021,27.79
Sat Jun 12 2021,30.35
Sat Jun 12 2021,28.96
Sat Jun 12 2021,22.33
Sat Jun 12 2021,19.67
Sat Jun 12 2021,17.06
Sat Jun 12 2021,11.99
Sat Jun 12 2021,10.34
Sat Jun 12 2021,10.8
Sat Jun 12 2021,9.42
Sat Jun 12 2021,7.37
Sun Jun 13 2021,6.25
Sun Jun 13 2021,6.25
Sun Jun 13 2021,6.25
Sun Jun 13 2021,6.25
Sun Jun 13 2021,6.25
Sun Jun 13 2021,6.25
Sun Jun 13 2021,6.42
Sun Jun 13 2021,7.83
Sun Jun 13 2021,7.24
Sun Jun 13 2021,8.6
Sun Jun 13 2021,12.63
Sun Jun 13 2021,14.3
Sun Jun 13 2021,15.24
Sun Jun 13 2021,15.11
Sun Jun 13 2021,17.15
Sun Jun 13 2021,17.08
Sun Jun 13 2021,14.09
Sun Jun 13 2021,9.83
Sun Jun 13 2021,9.19
Sun Jun 13 2021,7.23
Sun Jun 13 2021,5.41
Sun Jun 13 2021,6.99
Sun Jun 13 2021,6.41
Sun Jun 13 2021,6.01
Mon Jun 14 2021,5.47
Mon Jun 14 2021,5.47
Mon Jun 14 2021,5.47
Mon Jun 14 2021,5.47
Mon Jun 14 2021,5.52
Mon Jun 14 2021,8.04
Mon Jun 14 2021,12.28
Mon Jun 14 2021,25.64
Mon Jun 14 2021,39.56
Mon Jun 14 2021,44.94
Mon Jun 14 2021,52.34
Mon Jun 14 2021,53.35
Mon Jun 14 2021,54.76
Mon Jun 14 2021,52.83
Mon Jun 14 2021,52.15
Mon Jun 14 2021,50.62
Mon Jun 14 2021,46.31
Mon Jun 14 2021,40.16
Mon Jun 14 2021,25.75
Mon Jun 14 2021,15.75
Mon Jun 14 2021,9.64
Mon Jun 14 2021,8.4
Mon Jun 14 2021,8.11
Mon Jun 14 2021,7.44
Tue Jun 15 2021,6.53
Tue Jun 15 2021,6.25
Tue Jun 15 2021,6.25
Tue Jun 15 2021,6.25
Tue Jun 15 2021,6.25
Tue Jun 15 2021,6.43
Tue Jun 15 2021,12.57
Tue Jun 15 2021,27.9
Tue Jun 15 2021,46.51
Tue Jun 15 2021,56.18
Tue Jun 15 2021,62.56
Tue Jun 15 2021,60.24
Tue Jun 15 2021,54.8
Tue Jun 15 2021,55.54
Tue Jun 15 2021,55.57
Tue Jun 15 2021,56.32
Tue Jun 15 2021,52.17
Tue Jun 15 2021,35.66
Tue Jun 15 2021,23.53
Tue Jun 15 2021,15.9
Tue Jun 15 2021,8.54
Tue Jun 15 2021,7.67
Tue Jun 15 2021,6.59
Tue Jun 15 2021,5.47
Wed Jun 16 2021,5.72
Wed Jun 16 2021,6.25
Wed Jun 16 2021,6.25
Wed Jun 16 2021,6.25
Wed Jun 16 2021,6.25
Wed Jun 16 2021,6.39
Wed Jun 16 2021,13.79
Wed Jun 16 2021,28.6
Wed Jun 16 2021,42.88
Wed Jun 16 2021,53.32
Wed Jun 16 2021,56.16
Wed Jun 16 2021,55.62
Wed Jun 16 2021,53.2
Wed Jun 16 2021,53.19
Wed Jun 16 2021,55.32
Wed Jun 16 2021,55.6
Wed Jun 16 2021,49.76
Wed Jun 16 2021,37.92
Wed Jun 16 2021,25.08
Wed Jun 16 2021,20.87
Wed Jun 16 2021,14.21
Wed Jun 16 2021,9.8
Wed Jun 16 2021,7.89
Wed Jun 16 2021,6.8
Thu Jun 17 2021,5.72
Thu Jun 17 2021,6.74
Thu Jun 17 2021,7.03
Thu Jun 17 2021,7.03
Thu Jun 17 2021,7.03
Thu Jun 17 2021,7.75
Thu Jun 17 2021,15.09
Thu Jun 17 2021,29.97
Thu Jun 17 2021,41.51
Thu Jun 17 2021,48.94
Thu Jun 17 2021,50.23
Thu Jun 17 2021,50.62
Thu Jun 17 2021,52.86
Thu Jun 17 2021,56.39
Thu Jun 17 2021,55.92
Thu Jun 17 2021,55.16
Thu Jun 17 2021,51.58
Thu Jun 17 2021,39.84
Thu Jun 17 2021,27.44
Thu Jun 17 2021,19.52
Thu Jun 17 2021,14.38
Thu Jun 17 2021,9.31
Thu Jun 17 2021,6.48
Thu Jun 17 2021,6.13
Fri Jun 18 2021,4.98
Fri Jun 18 2021,3.91
Fri Jun 18 2021,3.91
Fri Jun 18 2021,3.91
Fri Jun 18 2021,4.07
Fri Jun 18 2021,6.5
Fri Jun 18 2021,12.53
Fri Jun 18 2021,27.03
Fri Jun 18 2021,42.13
Fri Jun 18 2021,51.07
Fri Jun 18 2021,53.66
Fri Jun 18 2021,48.2
Fri Jun 18 2021,45.22
Fri Jun 18 2021,43.91
Fri Jun 18 2021,45.13
Fri Jun 18 2021,46.27
Fri Jun 18 2021,44.96
Fri Jun 18 2021,34.01
Fri Jun 18 2021,25.75
Fri Jun 18 2021,20.64
Fri Jun 18 2021,15.11
Fri Jun 18 2021,11.61
Fri Jun 18 2021,9.57
Fri Jun 18 2021,7.21
Sat Jun 19 2021,4.81
Sat Jun 19 2021,9.73
Sat Jun 19 2021,10.16
Sat Jun 19 2021,10.16
Sat Jun 19 2021,8.11
Sat Jun 19 2021,4.06
Sat Jun 19 2021,6.56
Sat Jun 19 2021,10.81
Sat Jun 19 2021,13.89
Sat Jun 19 2021,17.79
Sat Jun 19 2021,23.33
Sat Jun 19 2021,21.99
Sat Jun 19 2021,23.77
Sat Jun 19 2021,25.12
Sat Jun 19 2021,26.7
Sat Jun 19 2021,23.69
Sat Jun 19 2021,23.17
Sat Jun 19 2021,19.97
Sat Jun 19 2021,16.66
Sat Jun 19 2021,11.42
Sat Jun 19 2021,9.74
Sat Jun 19 2021,9.38
Sat Jun 19 2021,9.5
Sat Jun 19 2021,7.48
Sun Jun 20 2021,5.23
Sun Jun 20 2021,4.69
Sun Jun 20 2021,4.69
Sun Jun 20 2021,4.69
Sun Jun 20 2021,4.69
Sun Jun 20 2021,5.26
Sun Jun 20 2021,4.68
Sun Jun 20 2021,4.85
Sun Jun 20 2021,4.63
Sun Jun 20 2021,4.44
Sun Jun 20 2021,6.7
Sun Jun 20 2021,6.52
Sun Jun 20 2021,6.64
Sun Jun 20 2021,7.1
Sun Jun 20 2021,7.45
Sun Jun 20 2021,6.25
Sun Jun 20 2021,6.19
Sun Jun 20 2021,8.02
Sun Jun 20 2021,6.25
Sun Jun 20 2021,6.24
Sun Jun 20 2021,6.25
Sun Jun 20 2021,5.69
Sun Jun 20 2021,5.2
Sun Jun 20 2021,4.76
Mon Jun 21 2021,4.09
Mon Jun 21 2021,3.13
Mon Jun 21 2021,3.13
Mon Jun 21 2021,2.99
Mon Jun 21 2021,2.34
Mon Jun 21 2021,3.67
