"creator","capacity","count","percentage","parking_facility_id","name","occupancy_id","created_at","updated_at"
"u232830",69,69,100,"a7ad4287-a299-4f27-b713-920ccbc0dbfa","Solothurn West (SBB)","28b4307b-06ec-46a9-9c4c-a3528d19a88e","2020-11-09 11:22:00+00","2020-11-09 11:22:00+00"
"e517885",73,12,16,"c742c4ce-bacf-43be-9bc5-fb8547f2a3f7","Kiesen","e1531f12-0cae-4c40-8ad2-dc62b8519c20","2021-02-09 13:43:00+00","2021-02-09 13:43:00+00"
"e523183",6,2,33,"2da60558-b53f-4978-99d6-768331e493dc","Oberrüti","9cdb8a61-5b0c-4670-9005-64f18ecae83f","2021-03-23 08:49:00+00","2021-03-23 08:49:00+00"
"u129926",14,7,50,"b010e7fc-bd5f-441d-aeef-b13d95073cc9","Schwyz","f9c3df68-f265-4cb7-8948-8891df9ddbc0","2020-04-06 07:46:00+00","2020-04-06 07:46:00+00"
"u129926",16,6,38,"b3c43cbd-b43f-4961-ada3-450900a6e8d3","Steinen","b6872ef5-b11f-42d9-b34b-e31db0123509","2020-04-06 07:46:00+00","2020-04-06 07:46:00+00"
"u129926",44,4,9,"24f6f812-9483-4293-9303-d1af7ed058fd","Brunnen","d1e3c0ac-6c35-44b6-8b32-6763bd0840d7","2020-04-06 07:46:00+00","2020-04-06 07:46:00+00"
"u210834",101,13,13,"b30ef00a-756a-410c-a1c5-2cb6ba318f0d","Nyon","6a07acae-dc50-4b56-81e7-5229b4e69df5","2020-04-06 08:06:00+00","2020-04-06 08:06:00+00"
"u210834",88,3,3,"f8512f48-658e-4e9c-9556-bf5dc3344d6e","Rolle","65a466e6-1487-4341-8d9d-551283ba472b","2020-04-06 09:47:00+00","2020-04-06 09:47:00+00"
"u129926",61,11,18,"7ee0e0e4-56ca-4f1d-a037-56b9568bc83a","Cham","4439d81c-acea-4f28-b545-7343368a320f","2020-04-06 12:22:00+00","2020-04-06 12:22:00+00"
"u129926",50,10,20,"b3aab3a9-2ff2-4fe9-b951-9b77029eef87","Baar","0baa64eb-d453-4368-b1ad-b23d5b10bfc3","2020-04-06 12:23:00+00","2020-04-06 12:23:00+00"
"u129926",22,11,50,"e39b59ed-e748-497b-9f22-a3fabb66ea7f","Zug Schutzengel","552ad9de-8ccf-4538-a2df-6f76ab183934","2020-04-06 12:23:00+00","2020-04-06 12:23:00+00"
"u223758",178,26,15,"9d491f59-bace-468f-bb06-63f44c934073","Pfäffikon SZ","7d2d9579-0a21-4cc0-adaf-e53d454b92d3","2020-04-07 06:19:00+00","2020-04-07 06:19:00+00"
"u223758",43,14,33,"97433a48-0376-4e1c-9eca-98ab8d63cadb","Horgen","77a95bd1-e264-4aa4-ad2f-308c85e0c661","2020-04-07 08:13:00+00","2020-04-07 08:13:00+00"
"u223758",29,4,14,"32a54231-edb0-4c70-a3d9-6bfa2236b177","Horgen Oberdorf","cf4f6307-b2a6-45da-9b13-a660271879ef","2020-04-07 08:31:00+00","2020-04-07 08:31:00+00"
"u223758",24,3,13,"d58ff95a-21f9-4935-90df-650c6134417f","Oberrieden See","a60a7dcd-ea4b-4777-bc39-12922aa9c391","2020-04-07 10:02:00+00","2020-04-07 10:02:00+00"
"u210834",50,0,0,"bf132546-2d30-4885-8650-447047be618b","Satigny","d674b370-a9a3-4355-9678-9ac25db3e3c0","2020-04-07 10:18:00+00","2020-04-07 10:18:00+00"
"u223758",49,13,27,"1ff02c7d-9bbb-4ac5-a61f-cbb3736688c3","Thalwil","6c181877-0f69-404c-80a9-dad1ef3c6727","2020-04-07 10:34:00+00","2020-04-07 10:34:00+00"
"u223758",156,29,19,"a302eb77-7596-4fec-8c99-f024e7616ca0","Dietikon","ace9f729-ee56-488b-8422-a678afcec29f","2020-04-07 11:22:00+00","2020-04-07 11:22:00+00"
"u210834",49,1,2,"0262fce7-fb16-454e-bdc3-1332e2faa554","La Plaine","2dc12a8f-0020-4210-b3bf-495e41e23544","2020-04-07 12:29:00+00","2020-04-07 12:29:00+00"
"u210834",21,2,10,"3e6972e7-9f5b-4b8d-b0fd-1f22e3861589","Versoix","4fc4a455-f9f2-4066-b0f4-1b826f1cbcc9","2020-04-07 12:29:00+00","2020-04-07 12:29:00+00"
"u162276",80,25,31,"9071d64d-5035-4fea-8b25-b6c7f36edfbd","Brugg AG","0c75a758-4c9a-439c-9194-3e58acf3c94f","2020-04-09 06:39:00+00","2020-04-09 06:39:00+00"
"u223758",43,14,33,"97433a48-0376-4e1c-9eca-98ab8d63cadb","Horgen","141810fb-3a8c-42ec-80db-aeb6188717ff","2020-04-09 07:22:00+00","2020-04-09 07:22:00+00"
"u223758",91,5,5,"7999711b-3621-4730-814f-1da385ca2d17","Knonau","f5647d19-c408-4201-a89d-f9016beade29","2020-04-09 09:04:00+00","2020-04-09 09:04:00+00"
"u162276",264,33,13,"8e8cf5f3-6598-44cf-b970-ce6879d762ce","Lenzburg","2a32bb87-23e0-47d0-830e-2057074a1adc","2020-04-09 09:08:00+00","2020-04-09 09:08:00+00"
"u210834",66,3,5,"15eeb176-1c1f-4a09-9525-2cbd421e90fe","Cossonay-Penthalaz","6d7d6584-155b-477a-a450-29450fc19f0f","2020-04-09 09:11:00+00","2020-04-09 09:11:00+00"
"u143650",121,21,17,"48ac2871-3b19-44bc-9da6-6f13bc5fb8e4","Chur","b9a8832a-101d-4084-95cb-a53d1e262dd0","2020-04-09 09:22:00+00","2020-04-09 09:22:00+00"
"u223758",98,7,7,"1a647747-0521-4eb7-89fa-3b1de929adb1","Mettmenstetten","95785a17-fd61-4262-98b9-7a295c303437","2020-04-09 09:32:00+00","2020-04-09 09:32:00+00"
"u223758",156,22,14,"a302eb77-7596-4fec-8c99-f024e7616ca0","Dietikon","586fa8b8-8753-412c-b77a-9745bc0e5af2","2020-04-09 11:37:00+00","2020-04-09 11:37:00+00"
"u223758",27,4,15,"093719c5-6fc4-4632-83c7-b89bcf121bc7","Au ZH","d472a1ea-60fc-4fc8-97d5-d8db55c0729f","2020-04-13 09:14:00+00","2020-04-13 09:14:00+00"
"u223758",35,3,9,"cba0d1a4-84b1-4942-ae63-ea169cad1db5","Urdorf","c4943d2f-ee8e-4da9-bfd8-ea592bd971a4","2020-04-13 11:12:00+00","2020-04-13 11:12:00+00"
"u129926",70,25,36,"64813559-897a-490f-8f4c-c18857f6bf05","Arth-Goldau","550f4b2b-2b60-4ae2-b564-9b0e93af9682","2020-04-14 06:49:00+00","2020-04-14 06:49:00+00"
"u129926",16,1,6,"b3c43cbd-b43f-4961-ada3-450900a6e8d3","Steinen","7a03fbfc-f540-4c0f-8f1c-e63065163efa","2020-04-14 06:50:00+00","2020-04-14 06:50:00+00"
"u129926",14,7,50,"b010e7fc-bd5f-441d-aeef-b13d95073cc9","Schwyz","7c5f63cd-dd7c-46e9-9c18-9906f4ef60eb","2020-04-14 06:50:00+00","2020-04-14 06:50:00+00"
"u129926",44,24,55,"24f6f812-9483-4293-9303-d1af7ed058fd","Brunnen","0f53e470-14f3-4289-a02d-ecfa71821f92","2020-04-14 06:50:00+00","2020-04-14 06:50:00+00"
"u210834",49,4,8,"0262fce7-fb16-454e-bdc3-1332e2faa554","La Plaine","54cd7669-07fe-4a25-9f92-d6224a5d4370","2020-04-14 06:56:00+00","2020-04-14 06:56:00+00"
"u143650",121,21,17,"48ac2871-3b19-44bc-9da6-6f13bc5fb8e4","Chur","e269b80b-e75c-4001-a33c-c960a43c7845","2020-04-14 09:13:00+00","2020-04-14 09:13:00+00"
"u223758",156,19,12,"a302eb77-7596-4fec-8c99-f024e7616ca0","Dietikon","7e89a06f-051a-4dc1-a8ee-26fbef4b3dd6","2020-04-14 10:37:00+00","2020-04-14 10:37:00+00"
"u223758",132,9,7,"81e40b66-df86-47a2-8c10-bf973c5387fb","Richterswil","01c4e692-2c9c-407b-a66f-22f15036af72","2020-04-14 11:49:00+00","2020-04-14 11:49:00+00"
"u223758",178,29,16,"9d491f59-bace-468f-bb06-63f44c934073","Pfäffikon SZ","40571ca3-4665-4e62-8110-e0640421591e","2020-04-14 12:49:00+00","2020-04-14 12:49:00+00"
"u129926",61,31,51,"7ee0e0e4-56ca-4f1d-a037-56b9568bc83a","Cham","ab6b0183-ab6b-479d-993c-fb8130330720","2020-04-15 07:44:00+00","2020-04-15 07:44:00+00"
"u129926",50,15,30,"b3aab3a9-2ff2-4fe9-b951-9b77029eef87","Baar","bc44d8d1-daaa-45ce-9f3e-198ada99bff0","2020-04-15 07:45:00+00","2020-04-15 07:45:00+00"
"u129926",22,12,55,"e39b59ed-e748-497b-9f22-a3fabb66ea7f","Zug Schutzengel","57292b13-bcbf-4abd-ad07-ee6d915427a5","2020-04-15 07:45:00+00","2020-04-15 07:45:00+00"
"u223758",43,11,26,"97433a48-0376-4e1c-9eca-98ab8d63cadb","Horgen","55e66a9b-e7f2-48e8-9723-d44d622fc911","2020-04-15 07:59:00+00","2020-04-15 07:59:00+00"
"u223758",49,9,18,"1ff02c7d-9bbb-4ac5-a61f-cbb3736688c3","Thalwil","1a4db884-593f-4fd1-b6d1-869668547ce7","2020-04-15 08:22:00+00","2020-04-15 08:22:00+00"
"u143650",121,21,17,"48ac2871-3b19-44bc-9da6-6f13bc5fb8e4","Chur","c51c3f0b-9a68-4d0b-a6f6-0cef3cb95aac","2020-04-15 08:51:00+00","2020-04-15 08:51:00+00"
"u142008",20,5,25,"2738c163-1e86-4e51-856e-0c0f1773b600","Belfaux CFF","67ff859d-7011-401f-b433-1b5d7e5e05f1","2020-02-17 11:48:00+00","2020-02-17 11:48:00+00"
"u223758",156,23,15,"a302eb77-7596-4fec-8c99-f024e7616ca0","Dietikon","ef2d3427-2a12-4a44-a0e7-b5bab121587d","2020-04-15 12:24:00+00","2020-04-15 12:24:00+00"
"u223758",91,4,4,"7999711b-3621-4730-814f-1da385ca2d17","Knonau","41e215e3-4dc4-4e86-a308-4d129869c0bb","2020-04-16 07:59:00+00","2020-04-16 07:59:00+00"
"u134571",63,15,24,"51f40700-bdda-4f55-b3c3-fe26f6d01d60","Wohlen","9c666c44-8bb5-4733-a91c-a05a7e49d1af","2020-04-28 06:44:00+00","2020-04-28 06:44:00+00"
"u223758",98,9,9,"1a647747-0521-4eb7-89fa-3b1de929adb1","Mettmenstetten","c680b85b-5bcf-4fc1-99b7-d682eaa144e0","2020-04-16 08:51:00+00","2020-04-16 08:51:00+00"
"u223758",35,3,9,"cba0d1a4-84b1-4942-ae63-ea169cad1db5","Urdorf","80365d73-8d1b-46f0-acee-e0a6d69ea5cb","2020-04-17 08:45:00+00","2020-04-17 08:45:00+00"
"u223758",156,23,15,"a302eb77-7596-4fec-8c99-f024e7616ca0","Dietikon","e61585f6-a8aa-4623-b7da-d4b98dd2760b","2020-04-17 10:33:00+00","2020-04-17 10:33:00+00"
"u223758",132,8,6,"81e40b66-df86-47a2-8c10-bf973c5387fb","Richterswil","ee399be5-1045-4ca4-8134-aa356a482ca8","2020-04-17 11:18:00+00","2020-04-17 11:18:00+00"
"u223758",178,19,11,"9d491f59-bace-468f-bb06-63f44c934073","Pfäffikon SZ","b5173712-81cc-4651-8ff9-8108de7fde07","2020-04-17 12:05:00+00","2020-04-17 12:05:00+00"
"u223758",27,3,11,"093719c5-6fc4-4632-83c7-b89bcf121bc7","Au ZH","60215978-0b96-4957-8441-c399b69e7361","2020-04-18 09:27:00+00","2020-04-18 09:27:00+00"
"u223758",43,4,9,"97433a48-0376-4e1c-9eca-98ab8d63cadb","Horgen","7eaac5be-31e3-44d3-b18b-331e8d429bf1","2020-04-18 09:47:00+00","2020-04-18 09:47:00+00"
"u223758",16,2,13,"a0281196-d489-4784-b45b-d3143719e116","Oberrieden Dorf","2421ef47-bf82-4461-aaf9-64cd509a2f7f","2020-04-18 10:12:00+00","2020-04-18 10:12:00+00"
"u223758",24,3,13,"d58ff95a-21f9-4935-90df-650c6134417f","Oberrieden See","78c17fe1-8df9-4f08-8ea7-39d2ddf43cbe","2020-04-18 10:33:00+00","2020-04-18 10:33:00+00"
"u223758",49,6,12,"1ff02c7d-9bbb-4ac5-a61f-cbb3736688c3","Thalwil","752655da-db4e-4b6e-a1d7-3a45afe48080","2020-04-18 10:52:00+00","2020-04-18 10:52:00+00"
"u223758",91,4,4,"7999711b-3621-4730-814f-1da385ca2d17","Knonau","76c46db2-eb59-4584-95b6-328f764ba2f6","2020-04-18 11:57:00+00","2020-04-18 11:57:00+00"
"u223758",75,3,4,"2f318e46-a00b-4c8b-97f8-fc377fd798c1","Hedingen","63759a75-c9a3-4e2f-bae4-0aed825f131e","2020-04-18 12:17:00+00","2020-04-18 12:17:00+00"
"u223758",107,4,4,"c23edf7e-a81e-4be8-bcb1-0a02e67a5fb7","Bonstetten-Wettswil","008bba73-edac-4bb2-88fb-2f98597e9825","2020-04-18 13:19:00+00","2020-04-18 13:19:00+00"
"u223758",35,4,11,"cba0d1a4-84b1-4942-ae63-ea169cad1db5","Urdorf","25c96056-455e-4293-81ec-a13db5d53e62","2020-04-18 13:27:00+00","2020-04-18 13:27:00+00"
"u223758",156,8,5,"a302eb77-7596-4fec-8c99-f024e7616ca0","Dietikon","dea7d6b0-3cc9-4b05-b988-9a324dfe515c","2020-04-18 13:57:00+00","2020-04-18 13:57:00+00"
"u223758",50,20,40,"cb48bbfb-4ec0-4f65-b777-59c86e449efa","Steg","db4c1f6f-18dc-4ee4-acfb-9f23491c23af","2020-04-19 07:36:00+00","2020-04-19 07:36:00+00"
"u223758",36,12,33,"51276a39-ebf5-469d-9afe-95bed60ccc0e","Kempten","f040f4e6-8d7b-468a-affd-ed84fa963b11","2020-04-19 08:47:00+00","2020-04-19 08:47:00+00"
"u223758",58,16,28,"dc0bbc6f-34be-4045-93c9-260e33429f3e","Uster","87c5b352-6ee7-453e-8fbf-0b5cc91aa8f5","2020-04-19 09:44:00+00","2020-04-19 09:44:00+00"
"u223758",135,18,13,"d62d04e4-90a3-4dd7-a190-a6a7810c1639","Zürich Tiefenbrunnen","6ded0cc1-6d0e-433f-ac2d-ee3cca35855f","2020-04-19 10:29:00+00","2020-04-19 10:29:00+00"
"u223758",70,6,9,"db2a52b3-44ff-4178-8256-09ae1b0b2a02","Stäfa","50fe952d-f86d-48e3-8f8d-92c6b91d56f2","2020-04-19 11:43:00+00","2020-04-19 11:43:00+00"
"u223758",50,44,88,"cb48bbfb-4ec0-4f65-b777-59c86e449efa","Steg","47786921-7fc3-4b86-aef5-e383edeccf3b","2020-04-19 13:28:00+00","2020-04-19 13:28:00+00"
"u140093",10,8,80,"4041d9a0-e979-4b1f-bad9-3db56a57f4e0","Neyruz","163c71c2-2280-4a21-bdfd-1999d9bb6b5e","2020-04-20 08:01:00+00","2020-04-20 08:01:00+00"
"u223758",156,17,11,"a302eb77-7596-4fec-8c99-f024e7616ca0","Dietikon","db86ed97-2ff7-4aa5-9fb6-9e2567144683","2020-04-20 08:01:00+00","2020-04-20 08:01:00+00"
"u140093",5,4,80,"a99d0ba8-2aff-4404-8f5f-e473d2b96f85","Ecublens-Rue","8621da8f-a637-4d60-8417-23446f07d545","2020-04-20 09:35:00+00","2020-04-20 09:35:00+00"
"u140093",27,26,96,"bdaccb51-66a7-42ef-b877-df5fff4a069a","Lucens","f6b7bab2-81fe-4d48-925b-e72d8769ba8f","2020-04-20 10:02:00+00","2020-04-20 10:02:00+00"
"u140093",176,157,89,"2610709d-9412-4aec-a102-ffbae07bc673","Romont ","66a49597-26b2-4882-a972-1ccb80555ac9","2020-04-20 10:02:00+00","2020-04-20 10:02:00+00"
"u224116",46,15,33,"8b1841ab-0395-46f8-920d-c9b1a044c4e1","La Chaux-de-Fonds","27078c59-3439-4983-ad02-17f4d3318296","2020-10-09 15:49:00+00","2020-10-09 15:49:00+00"
"u162276",80,46,58,"9071d64d-5035-4fea-8b25-b6c7f36edfbd","Brugg AG","9446a426-2c05-444c-b704-42d95c478ab2","2020-11-09 11:26:00+00","2020-11-09 11:26:00+00"
"e517885",73,19,26,"c742c4ce-bacf-43be-9bc5-fb8547f2a3f7","Kiesen","d416465b-eed1-42be-ba65-034837ccdbb9","2021-02-11 09:36:00+00","2021-02-11 09:36:00+00"
"e523183",8,2,25,"192fafcd-2390-4b91-9e02-80b0286d33ac","Mühlau","8e44f2b5-e934-462e-8567-d5e07cc6b579","2021-03-23 09:49:00+00","2021-03-23 09:49:00+00"
"u140093",15,11,73,"b2df3aea-89b7-4c6d-964a-6324afc62b28","Rosé","7fdccf45-f749-4ffc-8db4-6bd00df23f56","2020-04-20 10:02:00+00","2020-04-20 10:02:00+00"
"u140093",17,17,100,"f25fe6b0-ae83-4312-b560-bd0a619f5589","Granges-Marnand","9c4e896d-ed9d-449d-85a1-656ebffc41e0","2020-04-20 10:15:00+00","2020-04-20 10:15:00+00"
"u223758",43,12,28,"97433a48-0376-4e1c-9eca-98ab8d63cadb","Horgen","b9aa877b-d962-4954-ab96-5312cb54a70c","2020-04-20 12:20:00+00","2020-04-20 12:20:00+00"
"u223758",178,27,15,"9d491f59-bace-468f-bb06-63f44c934073","Pfäffikon SZ","9e4b4aa7-0109-4a69-9a3a-c129b3fdcf42","2020-04-20 12:36:00+00","2020-04-20 12:36:00+00"
"u202170",40,6,15,"8887bb2f-1b59-45d4-afc5-04ecb8f04164","Grandson","d1403da4-1683-4ae8-8767-c64ad5457793","2020-04-21 10:16:00+00","2020-04-21 10:16:00+00"
"u228852",121,27,22,"48ac2871-3b19-44bc-9da6-6f13bc5fb8e4","Chur","ca51c942-b5bf-491d-b792-14a0c2cca639","2020-04-23 09:08:00+00","2020-04-23 09:08:00+00"
"u134571",36,7,19,"4ceebf82-b71d-4f28-b3d9-fab6894c53c1","Dottikon-Dintikon","a9b18d75-2696-4210-8115-fa82e3153e87","2020-04-24 05:52:00+00","2020-04-24 05:52:00+00"
"u223633",21,21,100,"3e6972e7-9f5b-4b8d-b0fd-1f22e3861589","Versoix","6c2b6b65-9382-4d82-9c3f-ed12eab49ea6","2020-04-24 07:57:00+00","2020-04-24 07:57:00+00"
"u228852",121,21,17,"48ac2871-3b19-44bc-9da6-6f13bc5fb8e4","Chur","fb614995-eebb-418a-bbf5-0bff5e50d6e7","2020-04-24 09:07:00+00","2020-04-24 09:07:00+00"
"u140093",176,141,80,"2610709d-9412-4aec-a102-ffbae07bc673","Romont ","91ece95d-804b-4ecb-868d-3ff06294ae76","2020-04-27 09:00:00+00","2020-04-27 09:00:00+00"
"u140093",15,15,100,"b2df3aea-89b7-4c6d-964a-6324afc62b28","Rosé","c7fc10a0-6d1f-441d-a4f7-38628771f821","2020-04-27 09:01:00+00","2020-04-27 09:01:00+00"
"u140093",10,10,100,"4041d9a0-e979-4b1f-bad9-3db56a57f4e0","Neyruz","6097c1a5-3fb5-40ec-a553-c6cf93959619","2020-04-27 09:01:00+00","2020-04-27 09:01:00+00"
"u140093",5,5,100,"a99d0ba8-2aff-4404-8f5f-e473d2b96f85","Ecublens-Rue","c460c48b-00f0-4b29-bf17-bb8991f70ef5","2020-04-27 10:41:00+00","2020-04-27 10:41:00+00"
"u140093",27,23,85,"bdaccb51-66a7-42ef-b877-df5fff4a069a","Lucens","c690ddf3-e860-49f1-8033-ca55473286a1","2020-04-27 11:19:00+00","2020-04-27 11:19:00+00"
"ue73081",8,1,13,"7d32c893-04d2-4420-bab6-d36704a9b141","Deitingen","4f255b11-e86c-4e08-93df-6a0576a9f37c","2020-04-28 05:59:00+00","2020-04-28 05:59:00+00"
"ue73081",16,0,0,"45446630-1530-4ed7-99ef-be3cbec8cc2d","Luterbach-Attisholz","98c98044-7ad1-4be2-a3c5-9bf991d179fa","2020-04-28 06:00:00+00","2020-04-28 06:00:00+00"
"u221329",62,22,35,"d3036124-f552-4bdd-b056-f9ae49d9a652","Biasca","be2df609-25ee-48e1-924c-2211c0031f0c","2020-04-28 06:36:00+00","2020-04-28 06:36:00+00"
"u221329",60,1,2,"4f680e26-9c48-40c0-a47e-f3af1df65918","Bodio","9c5f01ba-cc25-4edf-8c07-b2b3209c6739","2020-04-28 06:37:00+00","2020-04-28 06:37:00+00"
"u221329",10,0,0,"689be072-5382-4332-9370-60c605fe02d7","Lavorgo","2ae43866-59c4-4a0e-8673-f2ade425cce2","2020-04-28 06:37:00+00","2020-04-28 06:37:00+00"
"u221329",19,4,21,"f0c0b86a-691e-4564-ba3b-1547983459bd","Faido","d430faf7-72c5-456c-89ba-423d1381ac37","2020-04-28 06:38:00+00","2020-04-28 06:38:00+00"
"u221329",11,0,0,"5cc50502-6c26-4055-9bf0-358fd3a07913","Ambrì-Piotta","3522fd57-eff2-4f96-bdec-30b4b1cc9cb3","2020-04-28 06:39:00+00","2020-04-28 06:39:00+00"
"u134571",32,8,25,"4511a9d8-e22e-4902-888a-29e0661a0051","Boswil-Bünzen","9c0e3bbe-f5aa-4832-b21d-b0e514b9ba10","2020-04-28 06:44:00+00","2020-04-28 06:44:00+00"
"u134571",15,13,87,"c74fda76-3d10-4823-8656-a3aeee96fde6","Benzenschwil","5694529e-cd6b-4bfd-b73e-cf64a95485bb","2020-04-28 06:49:00+00","2020-04-28 06:49:00+00"
"u134571",8,5,63,"192fafcd-2390-4b91-9e02-80b0286d33ac","Mühlau","dbddf884-b5f7-4180-bed4-fb1a868f046b","2020-04-28 06:49:00+00","2020-04-28 06:49:00+00"
"u134571",6,5,83,"2da60558-b53f-4978-99d6-768331e493dc","Oberrüti","8e159e6a-5705-4ea3-a1fb-65dc90060937","2020-04-28 06:50:00+00","2020-04-28 06:50:00+00"
"u134571",22,2,9,"a3dd5a87-d88c-45f8-8017-ff42a5edbd9f","Sins","39d358c5-05a0-4ee2-b390-b9902fde9d62","2020-04-28 06:50:00+00","2020-04-28 06:50:00+00"
"u210834",49,2,4,"0262fce7-fb16-454e-bdc3-1332e2faa554","La Plaine","fdd3ca28-be84-4e5e-8c74-3f6b21e61a1a","2020-04-28 07:22:00+00","2020-04-28 07:22:00+00"
"u228852",121,18,15,"48ac2871-3b19-44bc-9da6-6f13bc5fb8e4","Chur","4f28fc03-6fc0-4691-bd49-668d1c237020","2020-04-28 09:28:00+00","2020-04-28 09:28:00+00"
"U228214",43,18,42,"97433a48-0376-4e1c-9eca-98ab8d63cadb","Horgen","063b5def-9a40-4c80-94ad-dd7f97a84bac","2020-04-28 12:00:00+00","2020-04-28 12:00:00+00"
"u213660",28,20,71,"11aac094-c5e5-4250-b226-813201a822fa","Entlebuch","54809473-d86f-44c2-b0bc-fd7fb6451851","2020-04-29 06:31:00+00","2020-04-29 06:31:00+00"
"u213660",66,54,82,"a3e5318a-15de-45b0-b9a8-f6e7de9ea304","Schüpfheim","086d2846-2d91-4ff3-a8ac-a0d4ab9939b7","2020-04-29 06:42:00+00","2020-04-29 06:42:00+00"
"u213660",82,63,77,"f4af04aa-ca2a-4e2c-8a31-08c953fe1aba","Wolhusen","1e1e4ed0-f66e-4bda-ba1f-4eb011def0ec","2020-04-29 07:22:00+00","2020-04-29 07:22:00+00"
"u213660",27,15,56,"3ccdeab9-b814-4a35-9313-eaa66aea1650","Malters","d7ac980e-10e2-4fd6-9c2c-ad2d1eeb8f89","2020-04-29 07:34:00+00","2020-04-29 07:34:00+00"
"u213660",8,4,50,"59b81ee9-8f68-4055-9ede-78f8166925f9","Littau","2ed0bd41-8956-4500-aecb-c4468769f214","2020-04-29 07:34:00+00","2020-04-29 07:34:00+00"
"u213660",89,61,69,"8ff47646-0791-455f-9a7a-e8d35dd91803","Emmenbrücke","d182d9fe-9a73-43f8-87b2-40fda79f3764","2020-04-29 08:07:00+00","2020-04-29 08:07:00+00"
"u232038",39,8,21,"d5622d32-ed46-4a4e-b4a5-e197f2834b7b","Airolo","c829e902-c5a4-4fd9-b976-853bafda559d","2020-04-29 08:30:00+00","2020-04-29 08:30:00+00"
"u213660",5,4,80,"def41dab-a462-45f4-a3dd-ee5985fc0a55","Rothenburg Dorf","985437ed-707f-4a4a-aad1-e685a18bd47f","2020-04-29 09:08:00+00","2020-04-29 09:08:00+00"
"u232038",10,0,0,"689be072-5382-4332-9370-60c605fe02d7","Lavorgo","f775711f-0dec-4b89-ad6f-03a61f013812","2020-04-29 10:50:00+00","2020-04-29 10:50:00+00"
"u232038",60,1,2,"4f680e26-9c48-40c0-a47e-f3af1df65918","Bodio","50046b74-a730-4cab-8729-0d27056f479f","2020-04-29 11:03:00+00","2020-04-29 11:03:00+00"
"u213660",50,42,84,"a4d3ad65-1924-478c-babb-605f19024d4d","Sursee (nur SBB-Anlagenteil Merkurstrasse)","44718a8e-3da9-486d-ab55-98b6778719d4","2020-04-29 11:21:00+00","2020-04-29 11:21:00+00"
"u213660",49,33,67,"7b25f83d-33a2-49ad-b20b-445e2074f3fd","Sempach-Neuenkirch","c969768b-2dda-4479-8240-69c3ae22aa59","2020-04-29 11:22:00+00","2020-04-29 11:22:00+00"
"u213660",17,14,82,"60cab5e8-8e01-46d2-8822-15fbeb737d2a","Rothenburg","72163d31-1ebe-4484-a16e-cf5f690f1f07","2020-04-29 11:23:00+00","2020-04-29 11:23:00+00"
"u143650",121,121,100,"48ac2871-3b19-44bc-9da6-6f13bc5fb8e4","Chur","26ae1c6e-7692-4eb5-b260-9d7c3dd1e64d","2020-04-29 15:57:00+00","2020-04-29 15:57:00+00"
"u224039",12,10,83,"f4e17805-2e2f-4a93-973d-301569007956","Waldibrücke","bbb1bd13-02c5-440e-a9ff-7a7c32e70cf3","2020-04-30 09:03:00+00","2020-04-30 09:03:00+00"
"u224039",37,32,86,"f2ba567f-37ad-4fbf-90dd-eaf3bc30ddbd","Ballwil","2665a7ed-c853-4e22-beed-e985e61c0d45","2020-04-30 09:04:00+00","2020-04-30 09:04:00+00"
"u224039",28,17,61,"1fb345a3-8605-49b8-931a-58da17e792c9","Hochdorf","40ba0924-156a-4e91-ac80-9c6b09f138f7","2020-04-30 09:05:00+00","2020-04-30 09:05:00+00"
"u224039",7,6,86,"28c776bf-ced9-4703-a834-78084c7b42c0","Baldegg","1ec7a420-b813-461c-944b-50f1b8058c33","2020-04-30 09:06:00+00","2020-04-30 09:06:00+00"
"u224039",27,24,89,"50a76594-8cd8-4c18-aa9a-ebe5183d6abf","Hitzkirch","755d38fe-c597-4040-9ab4-80bfb795c915","2020-04-30 09:06:00+00","2020-04-30 09:06:00+00"
"u224039",15,13,87,"e7263572-b67e-4983-96df-2d660eb57a87","Mosen","c8797fad-6ead-467f-af0e-dac53a8cae27","2020-04-30 09:07:00+00","2020-04-30 09:07:00+00"
"u224039",68,61,90,"052c9b04-64ff-4ccf-8a1a-fde1bd0d5532","Beinwil am See","7685ff05-6cbf-4a54-b452-dfb2a4e069e1","2020-04-30 09:08:00+00","2020-04-30 09:08:00+00"
"u224039",12,11,92,"17ba3792-4beb-4908-9680-0d7724e4a7ff","Birrwil","64538249-cf98-4c75-8b95-df81264af9bc","2020-04-30 09:08:00+00","2020-04-30 09:08:00+00"
"u224039",13,10,77,"25a72d70-5051-49d6-8ccb-f14a1253ca38","Seon","9573d1fc-fb23-427b-b105-76be6edc5329","2020-04-30 09:09:00+00","2020-04-30 09:09:00+00"
"u224039",25,14,56,"986fb329-0bb2-4738-9854-914b3ddc1c99","Aarburg-Oftringen","384976d8-f4f3-4b57-bd46-8dc1debc1787","2020-04-30 09:10:00+00","2020-04-30 09:10:00+00"
"u224039",70,62,89,"8cb2423d-da0e-4be5-bc91-e05f095b36b2","Zofingen","061ad1c3-3499-49f8-8432-8cc5cf79401b","2020-04-30 09:10:00+00","2020-04-30 09:10:00+00"
"u224039",8,4,50,"f9a7a60b-94e6-4f0d-9d37-1ac63d2d2a30","Brittnau-Wikon","e7f44e66-2bf1-4d74-8cc8-229338e606ca","2020-04-30 09:11:00+00","2020-04-30 09:11:00+00"
