"creator","capacity","count","percentage","parking_facility_id","name","occupancy_id","created_at","updated_at"
"ue88082",8,0,0,"9c983515-d5f3-4121-8002-f6bf81cc9eb5","Colombier NE","e69801f6-2b21-4143-b13a-3f3e70ca5b0b","2020-12-07 16:18:00+00","2020-12-07 16:18:00+00"
"e517885",16,2,13,"008a94a0-012b-4a3a-aed3-8418c8453316","Pieterlen","46757846-67b7-4d53-8c1b-f505ce4fc74b","2021-03-03 18:46:00+00","2021-03-03 18:46:00+00"
"e522445",71,61,86,"c8c7f6ca-150c-4f55-9f6c-8b77dd4504a8","Bussigny","0d9df830-bef3-4999-876c-4936c8428875","2021-03-08 12:01:00+00","2021-03-08 12:01:00+00"
"E527705",14,5,36,"a569e255-7e84-4a09-99b6-5a564f52378f","Rekingen","d338f129-4cf7-4300-a778-2a90b39bc3f9","2021-04-11 07:39:00+00","2021-04-11 07:39:00+00"
"u142008",39,24,62,"db470f42-f2c8-459e-a82d-a5982ea4d951","Grolley","177ce591-c7ce-41c3-9b17-68f7c52467c3","2020-10-05 11:31:00+00","2020-10-05 11:31:00+00"
"u223758",156,47,30,"a302eb77-7596-4fec-8c99-f024e7616ca0","Dietikon","9f6da44c-a93f-4275-ae00-0e66d9b5b74e","2020-11-02 09:57:00+00","2020-11-02 09:57:00+00"
"u134571",16,3,19,"e97f1dee-b520-4491-8596-86fa4d2af9f2","Hendschiken","ca347d7b-9ad5-4c8d-a02a-3a91ba121fae","2020-12-22 14:16:00+00","2020-12-22 14:16:00+00"
"e517885",62,11,18,"e7d9dac9-1bf3-4eae-8c64-e8547cba619e","Uttigen","8da17d77-e8ce-4e39-8667-89d8e2ec1824","2021-03-16 14:02:00+00","2021-03-16 14:02:00+00"
"e516164",22,2,9,"e39b59ed-e748-497b-9f22-a3fabb66ea7f","Zug Schutzengel","5e3eba09-cb99-4ac9-a970-fc7affc8b2b3","2021-04-18 15:31:00+00","2021-04-18 15:31:00+00"
"e521486",16,2,13,"187915d0-60bc-4a63-85ef-e76416c58e26","Kradolf","bd80d17d-8211-46b5-a621-1c2b69c074d4","2021-04-29 11:08:00+00","2021-04-29 11:08:00+00"
"ue30384",35,21,60,"2087c005-163b-41c4-a342-c16e742e23e1","Ebikon","d6849f26-831a-4388-89f5-c3260d11284a","2021-06-06 08:32:00+00","2021-06-06 08:32:00+00"
"E521486",19,0,0,"e6691123-d701-4ba4-a970-a4de03f3be5b","Lengwil","2df6f293-5053-41a1-8370-2623fe76fb49","2021-07-26 12:25:00+00","2021-07-26 12:25:00+00"
"e521492",16,8,50,"7cfb64f4-bf63-42aa-beb9-16ad5fd217aa","Schönenwerd","af3234c0-b77f-416e-8932-c6ca5ad08b32","2021-08-19 11:54:00+00","2021-08-19 11:54:00+00"
"ue64873",30,1,3,"56a99eb3-2690-4ba4-a9a1-d45b651b3f15","Moudon","f89db5df-93d1-47a2-9b58-6cda7eb0a815","2021-08-27 08:34:00+00","2021-08-27 08:34:00+00"
"ue64873",17,14,82,"96cfac0f-37ba-4fbc-890c-7176e294231f","Estavayer-le-Lac","a88c55a0-3acd-4f0b-b1c9-9dbdf0f5a19c","2021-08-27 08:35:00+00","2021-08-27 08:35:00+00"
"E504344",87,70,80,"2b713d4f-6f4a-4ef7-894a-30280881e4f6","Münchenbuchsee","05c0312d-95bf-48eb-9c8e-dc808c5dc219","2021-08-31 15:25:00+00","2021-08-31 15:25:00+00"
"e521486",7,6,86,"1a27b190-bd92-4ca8-8509-d42a0ea3e989","St. Gallen Winkeln","2e8900a0-faae-41f6-bb8a-c5e5dd87c173","2021-09-03 10:20:00+00","2021-09-03 10:20:00+00"
"e506773",31,9,29,"3169ce8b-72c3-487c-b2c4-46832e27c003","Muttenz","f593c43c-ed51-4def-910e-64df012a52ae","2021-09-08 16:50:00+00","2021-09-08 16:50:00+00"
"E534467",16,1,6,"187915d0-60bc-4a63-85ef-e76416c58e26","Kradolf","c474bf30-6a26-4a8b-92e8-1700ce890e98","2021-09-16 10:51:00+00","2021-09-16 10:51:00+00"
"e534845",39,39,100,"b8af5973-68ad-4f04-8429-adac21d399a1","St. Gallen","3543bdb1-f7e4-40a2-86bb-6a69ef8563c4","2021-09-21 13:11:00+00","2021-09-21 13:11:00+00"
"ue72360",38,6,16,"94a72266-e912-4271-bbd7-8354f666717d","Laufenburg","c996b078-a992-4a65-bc95-835ab2de1fc6","2021-09-30 06:52:00+00","2021-09-30 06:52:00+00"
"ue88117",15,8,53,"fd2ded09-ca73-4b4d-9c63-34548c83b61c","Murgenthal","a03bae86-5086-4046-8072-2df9371cf20a","2021-10-07 12:22:00+00","2021-10-07 12:22:00+00"
"ue57793",46,41,89,"75da292e-940f-44e1-b5a8-03b5914e4e6e","Vevey","f8beccc3-604c-4d51-a3e1-543d38ab9fa5","2021-10-08 16:23:00+00","2021-10-08 16:23:00+00"
"e504344",32,20,63,"7d38d0fa-5559-4083-9565-b4457a106478","Bern Bümpliz Süd","2d4cb1fa-bff1-421c-b783-aacbbe955a39","2021-10-14 06:09:00+00","2021-10-14 06:09:00+00"
"e526529",180,160,89,"8bf5f03e-3513-43db-a448-f41cb43a35f4","Rapperswil ","4830b531-1895-4f15-8e9e-507dc402c9be","2020-09-24 07:45:00+00","2020-09-24 07:45:00+00"
"E505061",240,120,50,"de0daad8-a0b2-46f1-86ab-bfeae04f16a4","Yverdon-les-Bains","2065f3e8-29e6-47a8-a786-16cc68c17f99","2020-10-21 08:01:00+00","2020-10-21 08:01:00+00"
"u232830",28,16,57,"3722a639-2cd3-4cf3-b289-6cb12ae56695","Olten Hammer","bf1a7a56-36c1-4ff8-a31b-1dbb88706a18","2020-12-08 08:09:00+00","2020-12-08 08:09:00+00"
"e517885",13,1,8,"1ed0d7b1-ff90-449f-b286-7675c38c52b4","Lengnau","919f94e5-b7ea-46a2-b132-3d9399af1426","2021-03-03 18:53:00+00","2021-03-03 18:53:00+00"
"e529750",53,27,51,"e539526a-c907-4f4a-b5c2-0470e78bf814","Muri ","4f3187b8-0337-4ac6-a036-fe85ef3a247a","2021-03-08 11:08:00+00","2021-03-08 11:08:00+00"
"E527705",37,0,0,"46dbaa44-e249-4dcc-8721-c9972f0d0208","Bad Zurzach","1eb4d762-0fb1-4e09-ad19-305ae5a37cff","2021-04-11 08:10:00+00","2021-04-11 08:10:00+00"
"ue57793",13,8,62,"ac1c70b2-8a89-4940-adaa-e90284ac5387","Corcelles-Peseux","ca10144c-e88f-4491-99b2-dd23fe4bb66c","2021-10-14 11:25:00+00","2021-10-14 11:25:00+00"
"e506773",27,25,93,"047139ca-d01e-4343-a9ad-1aeca2a8e050","Frenkendorf-Füllinsdorf","6348ca70-3251-4b9d-8a94-a6f8105cf34c","2021-10-18 09:23:00+00","2021-10-18 09:23:00+00"
"e516164",61,17,28,"7ee0e0e4-56ca-4f1d-a037-56b9568bc83a","Cham","43059649-c045-4bca-975f-2c65f18b691b","2021-04-18 16:35:00+00","2021-04-18 16:35:00+00"
"ue79941",16,4,25,"7cfb64f4-bf63-42aa-beb9-16ad5fd217aa","Schönenwerd","dd219675-36ad-4c7e-9bbf-da6ccbab8c52","2021-04-29 11:19:00+00","2021-04-29 11:19:00+00"
"e521486",8,1,13,"dc1317dc-7221-46d4-ad48-abfd652b5a09","Bürglen","e4c93933-68af-4ad3-ba61-e203319c7666","2021-04-29 11:20:00+00","2021-04-29 11:20:00+00"
"ue30384",290,86,30,"044f28f2-f105-449c-a622-684d6c9e0df9","Rotkreuz","575b4b5a-6231-41bc-be6a-30b069248dc6","2021-06-06 09:52:00+00","2021-06-06 09:52:00+00"
"E521486",6,0,0,"2797c219-6441-408b-b02d-c21dece4ce41","Münsterlingen-Scherzingen","01218814-50c9-46c8-be70-d997b37c3422","2021-07-26 12:33:00+00","2021-07-26 12:33:00+00"
"e521492",25,9,36,"48b417a7-45c7-48e8-a0eb-e5092060e42f","Däniken","c3f1fb54-a3e9-4582-b192-fb31feb73d70","2021-08-19 12:04:00+00","2021-08-19 12:04:00+00"
"ue64873",27,1,4,"bdaccb51-66a7-42ef-b877-df5fff4a069a","Lucens","1b48dc01-bc1f-43c1-8838-dde8a828c56d","2021-08-27 08:35:00+00","2021-08-27 08:35:00+00"
"E504344",54,38,70,"73c231d0-3865-4a80-b656-672e76dc57a3","Schüpfen","4d1b6d6d-423c-4e7f-a654-f20a0e7ba861","2021-08-31 15:51:00+00","2021-08-31 15:51:00+00"
"ue64873",13,5,38,"ac1c70b2-8a89-4940-adaa-e90284ac5387","Corcelles-Peseux","77959f8e-2732-4e0d-abba-1e351a15b1b1","2021-09-03 10:45:00+00","2021-09-03 10:45:00+00"
"e504344",8,6,75,"951299a8-110d-410c-a4a8-25865f3a037b","Bern Wankdorf","c37b907a-bf1e-4202-a345-c4a06972b49d","2021-09-09 07:14:00+00","2021-09-09 07:14:00+00"
"E534467",8,3,38,"dc1317dc-7221-46d4-ad48-abfd652b5a09","Bürglen","3e541024-39da-4537-9416-c5d9d6fb858a","2021-09-16 11:07:00+00","2021-09-16 11:07:00+00"
"e540243",8,4,50,"373c1c20-4629-441d-9925-d9968cc68cbe","St. Gallen Bruggen","2691103d-c18b-4423-b4d5-30e365cd893a","2021-09-21 13:27:00+00","2021-09-21 13:27:00+00"
"ue72360",14,2,14,"a569e255-7e84-4a09-99b6-5a564f52378f","Rekingen","527e115a-4e8a-4ea2-8e31-5d36ce717031","2021-09-30 07:25:00+00","2021-09-30 07:25:00+00"
"e521486",65,12,18,"2f4313a0-3f19-481a-9f20-58e839400de2","Wil","2a1b96b6-fc33-4d6e-a4e4-1d608f5cc9c6","2021-10-07 12:40:00+00","2021-10-07 12:40:00+00"
"u224039",62,41,66,"7e1e8681-e10b-4138-99d8-145331dfeedc","Nebikon","a90b0916-310e-432f-9cdb-1de9549792d3","2020-09-24 07:57:00+00","2020-09-24 07:57:00+00"
"E519253",326,286,88,"6a259e8f-ac2f-4599-8fb3-22a063113df3","Sargans","0190b29f-5aca-49e6-9637-a384baadf0a7","2020-10-21 08:21:00+00","2020-10-21 08:21:00+00"
"E522374",17,5,29,"96cfac0f-37ba-4fbc-890c-7176e294231f","Estavayer-le-Lac","24613535-a6ae-406d-a917-64ea361780f3","2020-12-08 08:19:00+00","2020-12-08 08:19:00+00"
"e517885",32,22,69,"7d38d0fa-5559-4083-9565-b4457a106478","Bern Bümpliz Süd","a064d646-73df-4592-8bd0-950d112e80be","2021-03-04 07:26:00+00","2021-03-04 07:26:00+00"
"e529750",32,28,88,"4511a9d8-e22e-4902-888a-29e0661a0051","Boswil-Bünzen","ed9ff71c-7cb4-4f49-b398-8921ff3bd91f","2021-03-08 11:44:00+00","2021-03-08 11:44:00+00"
"E527705",113,5,4,"c0b66636-73ee-482b-8fb8-e658001cf855","Koblenz","f27384d2-6b34-4b1e-b1cb-fa705badf6c1","2021-04-11 08:47:00+00","2021-04-11 08:47:00+00"
"u142008",20,19,95,"2738c163-1e86-4e51-856e-0c0f1773b600","Belfaux CFF","8ab34e5d-d15f-4457-924e-cc945dedaf89","2020-10-05 11:32:00+00","2020-10-05 11:32:00+00"
"u232830",69,69,100,"a7ad4287-a299-4f27-b713-920ccbc0dbfa","Solothurn West (SBB)","0e5a90bc-43ed-49c5-a1cc-1954feaf7e45","2020-11-02 10:33:00+00","2020-11-02 10:33:00+00"
"u134571",22,6,27,"a3dd5a87-d88c-45f8-8017-ff42a5edbd9f","Sins","2d877dcc-26ab-48e5-a507-0de35c9b54d9","2020-12-22 14:17:00+00","2020-12-22 14:17:00+00"
"e522023",69,37,54,"a7ad4287-a299-4f27-b713-920ccbc0dbfa","Solothurn West (SBB)","8455a44a-7488-4931-aa98-960269c6b5f2","2021-10-08 16:47:00+00","2021-10-08 16:47:00+00"
"ue31240",80,43,54,"9071d64d-5035-4fea-8b25-b6c7f36edfbd","Brugg AG","21296a93-3e90-45a2-a102-5002aff51c14","2021-03-16 14:08:00+00","2021-03-16 14:08:00+00"
"e516697",13,8,62,"ac1c70b2-8a89-4940-adaa-e90284ac5387","Corcelles-Peseux","825ac131-37f1-4566-9dfa-1bcdb13794c5","2021-10-14 11:25:00+00","2021-10-14 11:25:00+00"
"e504344",8,6,75,"66c8bc21-4bbb-4d76-a81e-d00abfd69da4","Thörishaus Dorf","da102015-d680-4aff-89fc-07ae2af065e4","2021-10-18 09:31:00+00","2021-10-18 09:31:00+00"
"e504344",23,20,87,"ac3dda32-a306-4483-b9f7-9fbe648c2e90","Flamatt","44593988-9d5d-464d-9d53-0e9b8b270057","2021-10-18 09:43:00+00","2021-10-18 09:43:00+00"
"e516164",290,10,3,"044f28f2-f105-449c-a622-684d6c9e0df9","Rotkreuz","c4caa325-a2e6-44b7-af6f-f4ff7b0b10de","2021-04-18 17:34:00+00","2021-04-18 17:34:00+00"
"ue79941",27,9,33,"48b417a7-45c7-48e8-a0eb-e5092060e42f","Däniken","afb74ceb-b681-4faa-9fcd-d91ced403ad0","2021-04-29 11:27:00+00","2021-04-29 11:27:00+00"
"ue30384",61,51,84,"7ee0e0e4-56ca-4f1d-a037-56b9568bc83a","Cham","8ebd0096-ebb3-4e76-884a-c156a27b7ce0","2021-06-06 10:49:00+00","2021-06-06 10:49:00+00"
"E521486",16,5,31,"77dd8b1a-9cbf-410e-b32b-65ca53c46642","Güttingen","9239a868-92ff-49ab-bef2-7f45f76d7a4a","2021-07-26 12:50:00+00","2021-07-26 12:50:00+00"
"ue84066",118,23,19,"88d19878-48c0-49c8-a575-42cacc5a4905","Uetikon","67819142-b09a-4d32-966d-61c52b9c99c5","2021-07-26 12:59:00+00","2021-07-26 12:59:00+00"
"e521492",28,9,32,"3722a639-2cd3-4cf3-b289-6cb12ae56695","Olten Hammer","3aea1a1d-0792-416c-878b-3e3663add998","2021-08-19 12:24:00+00","2021-08-19 12:24:00+00"
"e516697",34,14,41,"1cd33111-1753-4501-8e1c-81af469719c0","Estavayer-le-Lac (TPF)","352bbbdf-c4ca-41c8-a3d8-59a2fea6e238","2021-08-27 08:41:00+00","2021-08-27 08:41:00+00"
"E504344",116,92,79,"f3c17938-040e-4d05-9365-4def94378b21","Lyss","148536dd-ac9e-4a19-b7c1-b300acc2e1db","2021-08-31 16:45:00+00","2021-08-31 16:45:00+00"
"e521486",9,1,11,"d11e22de-aaa5-4f82-9d8c-153d40b16456","Arnegg","091a9cb1-4974-42b4-9495-36005bf90657","2021-09-03 10:47:00+00","2021-09-03 10:47:00+00"
"e522023",42,17,40,"49abee66-9775-42a9-9c44-804abe2a2386","Bern Kiss+Rail","6b856974-288a-4a97-b69b-be09683ebb41","2021-09-09 08:05:00+00","2021-09-09 08:05:00+00"
"e504344",32,31,97,"7d38d0fa-5559-4083-9565-b4457a106478","Bern Bümpliz Süd","42d227ee-4429-441f-a7f5-b8f27696f7d0","2021-09-09 08:06:00+00","2021-09-09 08:06:00+00"
"E534467",160,160,100,"62bdbc5a-7912-4e3b-9be7-6005f2ebe6f1","Weinfelden","272ffb53-2454-41e8-8b9b-81206d9658cf","2021-09-16 13:00:00+00","2021-09-16 13:00:00+00"
"ue72360",37,8,22,"46dbaa44-e249-4dcc-8721-c9972f0d0208","Bad Zurzach","2b75c264-fb5b-4735-b1ed-1d8ef1b94861","2021-09-30 07:40:00+00","2021-09-30 07:40:00+00"
"ue88117",25,10,40,"7b891699-7ac7-417f-9b53-8ac7690dfa13","Rothrist","e11d5cec-fb41-4bd9-ba8c-e35177c6b124","2021-10-07 12:40:00+00","2021-10-07 12:40:00+00"
"ue57793",19,8,42,"f65fbbd1-77cd-43a3-8a18-8386b113a545","Vevey-Funi Mieter-PP","e0f824f5-be7e-42de-90ae-574d5b7a16a3","2021-10-08 16:50:00+00","2021-10-08 16:50:00+00"
"u202170",26,16,62,"d69e6802-ddc8-4f88-bfd0-22a3d096866f","La Sarraz","b7121465-0d2b-4596-9e37-9f40c76c8886","2020-09-24 08:03:00+00","2020-09-24 08:03:00+00"
"u224039",10,2,20,"fb7a54c1-c5ff-49a2-8bcb-f1008c3088bf","Reiden","244d0332-ddf9-45a9-a4b6-3566eaa894fd","2020-09-24 08:17:00+00","2020-09-24 08:17:00+00"
"u232830",193,100,52,"e53829ee-8ae3-4518-b90b-959b36ac0863","Solothurn (SBB)","8ea495d5-2da1-4605-908c-ac4686fad3ab","2020-10-21 08:46:00+00","2020-10-21 08:46:00+00"
"u223758",178,71,40,"9d491f59-bace-468f-bb06-63f44c934073","Pfäffikon SZ","529d3f8f-6f0e-42e7-a8c8-d7da15292949","2020-12-08 08:57:00+00","2020-12-08 08:57:00+00"
"e517885",7,3,43,"ec02364e-2e0e-48e8-8c1b-21e561ee3d0b","Oberwangen","34667e17-17c9-482b-a29e-013eddbce7bc","2021-03-04 07:42:00+00","2021-03-04 07:42:00+00"
"e522445",66,56,85,"15eeb176-1c1f-4a09-9525-2cbd421e90fe","Cossonay-Penthalaz","75284c33-303b-4abd-9a6b-b4e7b4da34a3","2021-03-08 12:12:00+00","2021-03-08 12:12:00+00"
"E527705",124,9,7,"a1e6df62-2673-4773-9e3e-cdaca572572d","Döttingen","6f6a9c5c-9fa5-4b27-a6ef-19e9cbb3616d","2021-04-11 09:28:00+00","2021-04-11 09:28:00+00"
"e527708",92,68,74,"91a9d7e8-b188-4138-89a1-c9fe2b00a00e","Amriswil","a6691196-44ef-4ed1-a816-9de97577dc35","2021-10-14 11:26:00+00","2021-10-14 11:26:00+00"
"e506773",27,25,93,"047139ca-d01e-4343-a9ad-1aeca2a8e050","Frenkendorf-Füllinsdorf","940f08a9-4654-46fa-9107-9c193020a693","2021-10-18 09:39:00+00","2021-10-18 09:39:00+00"
"e516164",35,18,51,"2087c005-163b-41c4-a342-c16e742e23e1","Ebikon","2db74fbe-dace-41da-82a6-0be9dfd2bc5e","2021-04-18 17:48:00+00","2021-04-18 17:48:00+00"
"e521486",8,0,0,"f52ef347-ef81-4ce4-98f0-2363db4b8fdf","Kehlhof","12342343-76e8-4592-8df2-84624ed5e45e","2021-04-29 11:34:00+00","2021-04-29 11:34:00+00"
"e510884",44,11,25,"24f6f812-9483-4293-9303-d1af7ed058fd","Brunnen","78c33f2b-43a9-4846-b8d6-13935a3ca544","2021-04-29 11:35:00+00","2021-04-29 11:35:00+00"
"ue30384",22,6,27,"e39b59ed-e748-497b-9f22-a3fabb66ea7f","Zug Schutzengel","7675e88d-9a82-4de0-8446-ac6a4f43d53c","2021-06-06 11:07:00+00","2021-06-06 11:07:00+00"
"ue84066",8,7,88,"06407557-aeb3-470f-8e52-54e4e386ddec","Männedorf","544ec93c-a4a6-4ea8-96e9-6853ed1e37a0","2021-07-26 13:11:00+00","2021-07-26 13:11:00+00"
"e521492",30,9,30,"9f4f7516-3b58-40b0-a3b5-616cc36d9fe4","Wangen bei Olten","167bb013-1301-4114-9724-64ecf0036165","2021-08-19 12:40:00+00","2021-08-19 12:40:00+00"
"ue64873",6,1,17,"0f6d13f1-bdfc-48f7-a95f-e9f1afd67504","Corcelles-Sud","2acd2fcf-be16-488a-b262-8e0f6b784fa9","2021-08-27 09:31:00+00","2021-08-27 09:31:00+00"
"E504344",21,15,71,"2f9e96ab-b117-40f9-af51-a3e77a3c2b86","Brügg","8befe3f6-9872-4a7b-a2d1-7b1adb4fad97","2021-08-31 17:23:00+00","2021-08-31 17:23:00+00"
"e521486",6,2,33,"2c27d985-f72f-4f19-9db3-13b73b717b4e","Hauptwil","c58d36cb-ec68-42d8-a3d8-ee4d6dff2824","2021-09-03 11:04:00+00","2021-09-03 11:04:00+00"
"e504344",15,6,40,"a9dbec7c-d656-4c4d-bc85-1c5c4b1fbd90","Thörishaus Station","85b4cece-1476-401b-adf9-f61a8eb7daef","2021-09-09 08:41:00+00","2021-09-09 08:41:00+00"
"E534467",8,1,13,"f52ef347-ef81-4ce4-98f0-2363db4b8fdf","Kehlhof","a521be9a-3368-4958-98a5-7c585022183c","2021-09-16 13:30:00+00","2021-09-16 13:30:00+00"
"ue73467",57,57,100,"897ea00d-54ff-4cbc-828e-33afdb5e2186","St-Maurice","68a78fbb-041e-4d52-957d-b34aee869988","2021-09-30 08:04:00+00","2021-09-30 08:04:00+00"
"ue73467",57,46,81,"897ea00d-54ff-4cbc-828e-33afdb5e2186","St-Maurice","45a09e7a-0139-4104-b403-6ba165fa42c7","2021-09-28 15:20:00+00","2021-09-28 15:20:00+00"
"u224039",28,11,39,"1dc38144-1cd2-4535-975d-13f9bf621f3d","Dagmersellen","793f9777-648b-4199-9db6-88262613ed43","2020-09-24 08:11:00+00","2020-09-24 08:11:00+00"
"E505061",64,12,19,"8887bb2f-1b59-45d4-afc5-04ecb8f04164","Grandson","5cef50c2-7e8f-406e-a3fe-d45f73079d78","2020-10-21 09:00:00+00","2020-10-21 09:00:00+00"
"E522374",64,22,34,"8887bb2f-1b59-45d4-afc5-04ecb8f04164","Grandson","00aeb43f-8f51-4a79-b5a7-adf29766ddfe","2020-12-08 09:32:00+00","2020-12-08 09:32:00+00"
"e517885",23,6,26,"ac3dda32-a306-4483-b9f7-9fbe648c2e90","Flamatt","f8eac8a9-aada-4162-9c5b-21d8be3f8d12","2021-03-04 08:18:00+00","2021-03-04 08:18:00+00"
"e522445",26,6,23,"d69e6802-ddc8-4f88-bfd0-22a3d096866f","La Sarraz","cb431cbe-250e-4849-8979-bfe5210fcc8d","2021-03-08 12:22:00+00","2021-03-08 12:22:00+00"
"E527705",31,3,10,"7984d36e-a77f-4788-972a-d4f3ea73b33c","Siggenthal-Würenlingen","5a397eaa-d11a-4477-b9f1-4d3e0c9abcc4","2021-04-11 09:48:00+00","2021-04-11 09:48:00+00"
"u224117",46,43,93,"75da292e-940f-44e1-b5a8-03b5914e4e6e","Vevey","a57e2d53-79fd-40fc-9d7a-78ca3d3c5147","2020-10-05 11:27:00+00","2020-10-05 11:27:00+00"
"u232830",83,30,36,"0b9ffa68-ce40-4504-9242-8859d17a7ea6","Grenchen Süd","f7c9ae71-5f04-4ad4-b13d-63bc370996fe","2020-11-02 10:34:00+00","2020-11-02 10:34:00+00"
"u134571",53,17,32,"e539526a-c907-4f4a-b5c2-0470e78bf814","Muri ","c9cb6013-5466-4615-9146-bb0318562e6e","2020-12-22 14:17:00+00","2020-12-22 14:17:00+00"
"e517885",73,24,33,"c742c4ce-bacf-43be-9bc5-fb8547f2a3f7","Kiesen","55205882-92b0-41b1-ac4a-232e55a51e61","2021-03-16 14:22:00+00","2021-03-16 14:22:00+00"
"e521486",31,9,29,"b283db05-876b-463a-9261-f6a1ba8c5485","Sirnach","7630d90b-1a45-4952-90d0-526f638553d1","2021-10-07 13:10:00+00","2021-10-07 13:10:00+00"
"ue57793",69,17,25,"91a92bbe-73d1-4f8e-a5ea-7ab9c69d9bf7","Villeneuve","deccd3ea-6271-4607-b9ec-2ad46eb034d4","2021-10-08 17:18:00+00","2021-10-08 17:18:00+00"
"e516697",44,31,70,"18788d5e-c2fb-4bab-bc73-101d7419fec0","Les Hauts-Geneveys","8e9527ff-fa66-47ae-8708-25f4dc988ff7","2021-10-14 11:58:00+00","2021-10-14 11:58:00+00"
"e506773",27,25,93,"047139ca-d01e-4343-a9ad-1aeca2a8e050","Frenkendorf-Füllinsdorf","401a1cdc-b0a3-4cbf-b14f-c5e0f302d428","2021-10-18 10:19:00+00","2021-10-18 10:19:00+00"
"E517885",69,63,91,"a7ad4287-a299-4f27-b713-920ccbc0dbfa","Solothurn West (SBB)","f6b256bd-5cd1-4a3f-88ba-d41c6453b455","2021-04-19 06:53:00+00","2021-04-19 06:53:00+00"
"e521486",4,1,25,"6e3beb6b-cb02-4143-80cd-5b763fdbf383","Tägerwilen-Gottlieben","2b7c97a9-3316-4fa4-b957-aa29102b8c64","2021-04-29 11:55:00+00","2021-04-29 11:55:00+00"
"ue30384",214,32,15,"e8e388ce-742c-4431-a04a-b8cf96256cd0","Zug","17a964eb-4c86-4e0b-b892-aee5119e6db1","2021-06-06 12:48:00+00","2021-06-06 12:48:00+00"
"ue84066",70,40,57,"db2a52b3-44ff-4178-8256-09ae1b0b2a02","Stäfa","b2418efc-3fd7-4117-9293-d840b3f5206e","2021-07-26 13:42:00+00","2021-07-26 13:42:00+00"
"e521492",31,6,19,"8be65c81-02ef-4651-b8a6-f4e7107713f3","Hägendorf","aa8281f5-9a9a-4667-8f84-90db960b10f7","2021-08-19 12:55:00+00","2021-08-19 12:55:00+00"
"e516697",6,1,17,"0f6d13f1-bdfc-48f7-a95f-e9f1afd67504","Corcelles-Sud","d70e5879-7874-4f4f-8c44-d8b8853666e4","2021-08-27 09:34:00+00","2021-08-27 09:34:00+00"
"E504344",16,9,56,"008a94a0-012b-4a3a-aed3-8418c8453316","Pieterlen","c4f99da7-c845-4273-91d9-799745b16a46","2021-08-31 17:54:00+00","2021-08-31 17:54:00+00"
"e516697",42,16,38,"0f942bf9-2fbe-4dd2-ad6c-2cf986fe196c","Grandvaux","a0b9e59b-e4c1-47e3-9590-5ebb8fb0c7ec","2021-09-03 12:56:00+00","2021-09-03 12:56:00+00"
"e504344",15,6,40,"a9dbec7c-d656-4c4d-bc85-1c5c4b1fbd90","Thörishaus Station","d22c66ee-e2b1-4fca-93a4-c371357f9164","2021-09-09 08:42:00+00","2021-09-09 08:42:00+00"
"E534467",4,1,25,"6e3beb6b-cb02-4143-80cd-5b763fdbf383","Tägerwilen-Gottlieben","1d3cd261-5610-48aa-bbc4-41f3ed4befba","2021-09-16 13:50:00+00","2021-09-16 13:50:00+00"
"ue72360",113,26,23,"c0b66636-73ee-482b-8fb8-e658001cf855","Koblenz","21682d9c-30d5-4d9d-8102-460e6b7fa1fe","2021-09-30 08:13:00+00","2021-09-30 08:13:00+00"
"e521486",61,24,39,"af06cd3f-2d5c-4707-a8d0-98b3820ef70d","Aadorf","eb4c478b-fba2-4729-a5f8-2ba876e2ba20","2021-10-07 13:53:00+00","2021-10-07 13:53:00+00"
"e535775",186,51,27,"5b76a8ea-34cc-4003-944e-8f75488617a2","Chiasso","3b8a9377-9cbe-43d9-8842-16ee87e549f3","2021-10-10 06:41:00+00","2021-10-10 06:41:00+00"
"ue08618",16,1,6,"ffa9c6d6-bc6a-4646-938a-882aab709c40","Dulliken","26fc7496-1386-404a-b3c0-8f7d9e1d5233","2021-10-14 11:50:00+00","2021-10-14 11:50:00+00"
"e504344",6,3,50,"4c0139bf-23e4-478b-9ab2-869e0fb13512","Wünnewil","cb8a8005-dd35-4012-b160-38195a60c59f","2021-10-18 10:23:00+00","2021-10-18 10:23:00+00"
"u224039",8,1,13,"f9a7a60b-94e6-4f0d-9d37-1ac63d2d2a30","Brittnau-Wikon","0c09f3a5-4274-4dd2-83ec-93aa6d764355","2020-09-24 08:18:00+00","2020-09-24 08:18:00+00"
"E505061",16,6,38,"d34d1596-417b-4e04-9177-39bb0c877d86","Eclépens","83c7fced-3571-44c8-b530-323dea32d99e","2020-10-21 10:49:00+00","2020-10-21 10:49:00+00"
"u223758",43,43,100,"97433a48-0376-4e1c-9eca-98ab8d63cadb","Horgen","d7e6a3c3-75d8-43b5-8508-8adb7e9519d3","2020-12-08 09:36:00+00","2020-12-08 09:36:00+00"
"e517885",5,3,60,"4c0139bf-23e4-478b-9ab2-869e0fb13512","Wünnewil","76ce19c1-a761-471f-99f5-8029670ab3e9","2021-03-04 08:39:00+00","2021-03-04 08:39:00+00"
"e522445",21,11,52,"ffdf67bf-9257-4537-a32c-a6543df5dbfd","Arnex-sur-Orbe","9e28b0ea-958b-458f-870e-f99de90e3b44","2021-03-08 12:22:00+00","2021-03-08 12:22:00+00"
"e522445",16,6,38,"d34d1596-417b-4e04-9177-39bb0c877d86","Eclépens","630220e0-4b28-4af9-a51f-6c14bee5b877","2021-03-08 12:24:00+00","2021-03-08 12:24:00+00"
