,12h,24h,7d,date
52,18.506054,46.774517,,2021-05-29 10:00:00
53,36.21117,63.872337,,2021-05-29 11:00:00
54,75.26515,78.62017,,2021-05-29 12:00:00
55,84.548584,84.24729,,2021-05-29 13:00:00
56,88.28863,88.28863,,2021-05-29 14:00:00
57,90.4932,90.4932,,2021-05-29 15:00:00
58,89.83195,89.80729,,2021-05-29 16:00:00
59,84.13638,83.77424,,2021-05-29 17:00:00
60,69.59281,68.93052,,2021-05-29 18:00:00
61,55.868324,56.78404,,2021-05-29 19:00:00
62,50.8589,50.39958,,2021-05-29 20:00:00
63,50.930042,49.43318,,2021-05-29 21:00:00
64,45.24661,45.34017,,2021-05-29 22:00:00
65,32.853905,33.130264,,2021-05-29 23:00:00
66,21.775192,21.96909,,2021-05-30 00:00:00
67,14.312569,14.305779,,2021-05-30 01:00:00
68,11.08011,11.480763,,2021-05-30 02:00:00
69,9.107418,9.13384,,2021-05-30 03:00:00
70,8.57464,8.718164,,2021-05-30 04:00:00
71,7.7433987,8.406375,,2021-05-30 05:00:00
72,8.827441,10.027408,,2021-05-30 06:00:00
73,12.338457,13.003915,,2021-05-30 07:00:00
74,13.266231,17.243979,,2021-05-30 08:00:00
75,15.3491745,23.535511,,2021-05-30 09:00:00
76,19.74202,35.25051,,2021-05-30 10:00:00
77,28.81078,48.678257,,2021-05-30 11:00:00
78,37.680553,62.068157,,2021-05-30 12:00:00
79,54.434856,75.58585,,2021-05-30 13:00:00
80,76.74908,82.0596,,2021-05-30 14:00:00
81,85.67368,87.22625,,2021-05-30 15:00:00
82,85.39665,86.907104,,2021-05-30 16:00:00
83,77.75695,80.983406,,2021-05-30 17:00:00
84,63.32837,68.63779,,2021-05-30 18:00:00
85,44.48419,50.4958,,2021-05-30 19:00:00
86,29.22484,38.157497,,2021-05-30 20:00:00
87,29.848871,25.930017,,2021-05-30 21:00:00
88,14.808766,16.450653,,2021-05-30 22:00:00
89,13.132659,13.46123,,2021-05-30 23:00:00
90,11.112162,11.230059,,2021-05-31 00:00:00
91,10.004866,10.248948,,2021-05-31 01:00:00
92,8.839194,8.48898,,2021-05-31 02:00:00
93,8.626343,8.371304,,2021-05-31 03:00:00
94,8.709264,9.567506,,2021-05-31 04:00:00
95,8.339042,10.027648,,2021-05-31 05:00:00
96,11.746792,12.258556,,2021-05-31 06:00:00
97,15.332284,16.053797,,2021-05-31 07:00:00
98,24.608124,26.16225,,2021-05-31 08:00:00
99,42.36225,44.839855,,2021-05-31 09:00:00
100,68.31518,68.38833,,2021-05-31 10:00:00
101,81.164085,82.11148,,2021-05-31 11:00:00
102,82.69925,83.19451,,2021-05-31 12:00:00
103,79.3919,82.535965,,2021-05-31 13:00:00
104,82.68198,83.8997,,2021-05-31 14:00:00
105,88.21981,88.21981,,2021-05-31 15:00:00
106,86.3525,86.3525,,2021-05-31 16:00:00
107,74.93878,75.73961,,2021-05-31 17:00:00
108,58.97994,62.615498,,2021-05-31 18:00:00
109,47.376152,47.54157,,2021-05-31 19:00:00
110,40.29183,40.084263,,2021-05-31 20:00:00
111,32.68359,34.111732,,2021-05-31 21:00:00
112,23.43516,25.275284,,2021-05-31 22:00:00
113,16.510408,18.342625,,2021-05-31 23:00:00
114,13.681236,13.620334,,2021-06-01 00:00:00
115,12.166898,11.169853,,2021-06-01 01:00:00
116,10.275166,10.288523,,2021-06-01 02:00:00
117,9.143352,9.423133,,2021-06-01 03:00:00
118,9.618458,9.669008,,2021-06-01 04:00:00
119,9.995146,10.601289,,2021-06-01 05:00:00
120,12.396601,13.108061,,2021-06-01 06:00:00
121,18.168528,18.652607,,2021-06-01 07:00:00
122,26.582771,27.751167,,2021-06-01 08:00:00
123,44.772877,47.121025,,2021-06-01 09:00:00
124,71.709625,71.2847,,2021-06-01 10:00:00
125,85.48201,85.925865,,2021-06-01 11:00:00
126,86.55232,87.01557,,2021-06-01 12:00:00
127,85.63131,85.76923,,2021-06-01 13:00:00
128,85.461525,85.866684,,2021-06-01 14:00:00
129,87.55788,87.48555,,2021-06-01 15:00:00
130,87.62453,86.92618,,2021-06-01 16:00:00
131,80.90714,81.902054,,2021-06-01 17:00:00
132,67.84078,65.970116,,2021-06-01 18:00:00
133,57.116806,57.181396,,2021-06-01 19:00:00
134,53.851547,51.815697,,2021-06-01 20:00:00
135,51.90688,51.90688,,2021-06-01 21:00:00
136,41.872284,42.890438,,2021-06-01 22:00:00
137,27.085203,27.085203,,2021-06-01 23:00:00
138,19.139767,17.404549,,2021-06-02 00:00:00
139,15.583112,13.96967,,2021-06-02 01:00:00
140,13.371822,11.810536,,2021-06-02 02:00:00
141,11.005302,9.952623,,2021-06-02 03:00:00
142,10.256397,9.947798,,2021-06-02 04:00:00
143,9.943953,10.109386,,2021-06-02 05:00:00
144,13.013918,12.189326,,2021-06-02 06:00:00
145,17.075563,17.075563,,2021-06-02 07:00:00
146,26.803108,26.7811,,2021-06-02 08:00:00
147,47.26293,47.26293,,2021-06-02 09:00:00
148,70.90135,71.17479,,2021-06-02 10:00:00
149,85.0534,85.0534,,2021-06-02 11:00:00
150,85.41791,86.21173,,2021-06-02 12:00:00
151,83.64022,84.184364,,2021-06-02 13:00:00
152,85.53957,85.190796,,2021-06-02 14:00:00
153,87.17083,87.43438,,2021-06-02 15:00:00
154,86.25078,86.378944,,2021-06-02 16:00:00
155,80.69958,80.74086,,2021-06-02 17:00:00
156,67.22148,63.559307,,2021-06-02 18:00:00
157,52.81125,52.545193,,2021-06-02 19:00:00
158,43.40383,51.6559,,2021-06-02 20:00:00
159,49.16386,44.10519,,2021-06-02 21:00:00
160,41.852757,30.106636,,2021-06-02 22:00:00
161,26.886215,23.368717,,2021-06-02 23:00:00
162,14.839449,16.19782,,2021-06-03 00:00:00
163,12.681723,13.095164,,2021-06-03 01:00:00
164,10.785838,11.400711,,2021-06-03 02:00:00
165,9.536848,9.536848,,2021-06-03 03:00:00
166,10.02985,10.021519,,2021-06-03 04:00:00
167,10.153472,10.153472,,2021-06-03 05:00:00
168,11.589476,12.068248,,2021-06-03 06:00:00
169,16.2336,17.58123,,2021-06-03 07:00:00
170,26.748514,26.823345,,2021-06-03 08:00:00
171,45.103287,44.471767,,2021-06-03 09:00:00
172,70.923,70.871185,,2021-06-03 10:00:00
173,85.69276,85.69276,,2021-06-03 11:00:00
174,85.42869,87.07204,,2021-06-03 12:00:00
175,82.789246,83.10807,,2021-06-03 13:00:00
176,84.7694,84.39949,,2021-06-03 14:00:00
177,87.028206,87.116585,,2021-06-03 15:00:00
178,86.144455,85.76346,,2021-06-03 16:00:00
179,80.23504,77.672455,,2021-06-03 17:00:00
180,63.606434,63.530796,,2021-06-03 18:00:00
181,51.973274,52.58381,,2021-06-03 19:00:00
182,43.342857,43.43998,,2021-06-03 20:00:00
183,39.709534,39.576927,,2021-06-03 21:00:00
184,29.86087,29.851557,,2021-06-03 22:00:00
185,26.933334,19.937141,,2021-06-03 23:00:00
186,17.520405,14.895137,,2021-06-04 00:00:00
187,13.741035,12.191795,,2021-06-04 01:00:00
188,11.742601,11.199978,,2021-06-04 02:00:00
189,9.918903,9.677293,,2021-06-04 03:00:00
190,9.944257,9.585674,,2021-06-04 04:00:00
191,9.91636,10.272729,,2021-06-04 05:00:00
192,12.051768,13.479645,,2021-06-04 06:00:00
193,17.161953,18.681137,,2021-06-04 07:00:00
194,27.436138,27.541319,,2021-06-04 08:00:00
195,47.881516,47.341526,,2021-06-04 09:00:00
196,74.24725,74.28963,,2021-06-04 10:00:00
197,87.565765,86.9281,,2021-06-04 11:00:00
198,88.47838,88.45861,,2021-06-04 12:00:00
199,86.336716,87.84778,,2021-06-04 13:00:00
200,87.76945,88.783936,,2021-06-04 14:00:00
201,89.714645,90.22202,,2021-06-04 15:00:00
202,88.47267,88.32084,,2021-06-04 16:00:00
203,83.10299,83.14371,,2021-06-04 17:00:00
204,68.57103,69.79423,,2021-06-04 18:00:00
205,54.0529,58.39541,,2021-06-04 19:00:00
206,50.892315,56.01967,,2021-06-04 20:00:00
207,55.37335,57.58707,,2021-06-04 21:00:00
208,52.091576,51.945396,,2021-06-04 22:00:00
209,38.56657,38.56657,,2021-06-04 23:00:00
210,22.382433,22.382433,,2021-06-05 00:00:00
211,14.867682,15.278184,,2021-06-05 01:00:00
212,12.145885,12.151683,,2021-06-05 02:00:00
213,9.872745,9.868127,,2021-06-05 03:00:00
214,9.245795,9.684821,,2021-06-05 04:00:00
215,8.897286,9.488794,,2021-06-05 05:00:00
216,11.079854,11.33687,,2021-06-05 06:00:00
217,15.384891,15.659437,,2021-06-05 07:00:00
218,21.757807,23.541403,,2021-06-05 08:00:00
219,24.428478,40.790962,,2021-06-05 09:00:00
220,18.839787,65.98577,,2021-06-05 10:00:00
221,24.825922,81.266846,,2021-06-05 11:00:00
222,78.43028,87.336876,,2021-06-05 12:00:00
223,86.918686,89.959564,,2021-06-05 13:00:00
224,90.3467,88.91117,,2021-06-05 14:00:00
225,90.88356,91.47333,,2021-06-05 15:00:00
226,90.08581,90.01169,,2021-06-05 16:00:00
227,86.51887,84.99024,,2021-06-05 17:00:00
228,70.419624,71.4085,,2021-06-05 18:00:00
229,58.30879,59.911663,,2021-06-05 19:00:00
230,48.138393,50.671017,,2021-06-05 20:00:00
231,48.336704,44.494396,,2021-06-05 21:00:00
232,42.486668,59.792538,,2021-06-05 22:00:00
233,29.686201,40.64067,,2021-06-05 23:00:00
234,19.22324,19.33636,,2021-06-06 00:00:00
235,13.156267,13.12601,,2021-06-06 01:00:00
236,10.4783325,10.287311,,2021-06-06 02:00:00
237,8.909315,8.896586,,2021-06-06 03:00:00
238,9.595051,8.777519,,2021-06-06 04:00:00
239,9.116207,8.653305,,2021-06-06 05:00:00
240,10.326447,9.092166,,2021-06-06 06:00:00
241,11.917963,12.063115,,2021-06-06 07:00:00
242,13.6414795,13.58946,,2021-06-06 08:00:00
243,14.697901,15.7021,,2021-06-06 09:00:00
244,17.3481,20.570055,,2021-06-06 10:00:00
245,23.976107,28.054031,,2021-06-06 11:00:00
246,35.873245,40.63138,,2021-06-06 12:00:00
247,47.345356,54.249832,,2021-06-06 13:00:00
248,76.94742,70.160034,,2021-06-06 14:00:00
249,85.46734,82.01386,,2021-06-06 15:00:00
250,84.43294,83.959236,,2021-06-06 16:00:00
251,78.118675,77.35688,,2021-06-06 17:00:00
252,60.37314,60.378597,,2021-06-06 18:00:00
253,41.91706,41.85006,,2021-06-06 19:00:00
254,30.698452,29.934357,,2021-06-06 20:00:00
255,23.070992,29.727083,,2021-06-06 21:00:00
256,15.243644,20.167439,,2021-06-06 22:00:00
257,13.287836,14.119973,,2021-06-06 23:00:00
258,11.624567,12.304909,,2021-06-07 00:00:00
259,10.0249815,10.642339,,2021-06-07 01:00:00
260,8.5979395,8.629844,,2021-06-07 02:00:00
261,8.269945,8.435657,,2021-06-07 03:00:00
262,9.263131,9.254098,,2021-06-07 04:00:00
263,9.862279,9.749423,,2021-06-07 05:00:00
264,11.397973,11.997786,,2021-06-07 06:00:00
265,14.119769,14.616575,,2021-06-07 07:00:00
266,21.025473,24.039946,,2021-06-07 08:00:00
267,43.856564,43.75325,,2021-06-07 09:00:00
268,67.726364,67.195946,,2021-06-07 10:00:00
269,76.17797,79.4134,,2021-06-07 11:00:00
270,84.92623,82.59554,,2021-06-07 12:00:00
271,81.65926,81.789696,,2021-06-07 13:00:00
272,86.59813,85.81752,,2021-06-07 14:00:00
273,88.66467,87.26976,,2021-06-07 15:00:00
274,87.17746,85.83008,,2021-06-07 16:00:00
275,79.61669,76.92075,,2021-06-07 17:00:00
276,61.55995,61.05408,,2021-06-07 18:00:00
277,48.49366,47.585728,,2021-06-07 19:00:00
278,34.740257,35.60205,,2021-06-07 20:00:00
279,30.140154,29.00003,,2021-06-07 21:00:00
280,24.307589,21.649841,,2021-06-07 22:00:00
281,18.485277,17.365421,,2021-06-07 23:00:00
282,13.565991,13.721947,,2021-06-08 00:00:00
283,11.2382965,11.8421955,,2021-06-08 01:00:00
284,9.7716,9.764275,,2021-06-08 02:00:00
285,9.3215,9.33581,,2021-06-08 03:00:00
286,9.602444,9.924441,,2021-06-08 04:00:00
287,10.421484,10.133999,,2021-06-08 05:00:00
288,13.650486,11.930163,,2021-06-08 06:00:00
289,17.626999,15.755407,,2021-06-08 07:00:00
290,25.147007,25.19814,,2021-06-08 08:00:00
291,42.712273,42.712273,,2021-06-08 09:00:00
292,70.78663,64.04076,,2021-06-08 10:00:00
293,75.47881,76.810196,,2021-06-08 11:00:00
294,82.033844,79.35163,,2021-06-08 12:00:00
295,85.14504,80.45543,,2021-06-08 13:00:00
296,85.910934,81.12646,,2021-06-08 14:00:00
297,87.99524,87.67808,,2021-06-08 15:00:00
298,87.75762,86.79272,,2021-06-08 16:00:00
299,82.661835,83.08404,,2021-06-08 17:00:00
300,56.985172,64.40479,,2021-06-08 18:00:00
301,53.582073,52.33396,,2021-06-08 19:00:00
302,46.809525,50.889317,,2021-06-08 20:00:00
303,41.518528,48.701756,,2021-06-08 21:00:00
304,29.88368,29.707005,,2021-06-08 22:00:00
305,20.227392,19.0225,,2021-06-08 23:00:00
306,14.965569,17.996552,,2021-06-09 00:00:00
307,13.807542,13.512082,,2021-06-09 01:00:00
308,11.143006,11.047477,,2021-06-09 02:00:00
309,9.791349,9.692827,,2021-06-09 03:00:00
310,9.939762,9.977647,,2021-06-09 04:00:00
311,9.9881735,10.129586,,2021-06-09 05:00:00
312,11.5292845,11.877607,,2021-06-09 06:00:00
313,15.515858,16.860346,,2021-06-09 07:00:00
314,24.647648,26.730541,,2021-06-09 08:00:00
315,41.534462,43.556458,,2021-06-09 09:00:00
316,67.76741,67.76741,,2021-06-09 10:00:00
317,82.15628,79.88569,,2021-06-09 11:00:00
318,84.905975,81.56807,,2021-06-09 12:00:00
319,79.53131,81.42726,,2021-06-09 13:00:00
320,84.8056,78.54993,,2021-06-09 14:00:00
321,87.598236,87.55596,,2021-06-09 15:00:00
322,86.877365,85.307365,,2021-06-09 16:00:00
323,77.1069,75.361435,,2021-06-09 17:00:00
324,60.71134,63.37898,,2021-06-09 18:00:00
325,51.72398,52.47065,,2021-06-09 19:00:00
326,42.381016,42.388687,,2021-06-09 20:00:00
327,36.300243,36.496803,,2021-06-09 21:00:00
328,39.913887,25.966948,,2021-06-09 22:00:00
329,26.589687,26.390387,,2021-06-09 23:00:00
330,17.269098,17.269098,,2021-06-10 00:00:00
331,13.6305685,12.055657,,2021-06-10 01:00:00
332,10.97512,11.316758,,2021-06-10 02:00:00
333,10.08451,9.94677,,2021-06-10 03:00:00
334,10.307928,10.26927,,2021-06-10 04:00:00
335,10.726145,10.867382,,2021-06-10 05:00:00
336,12.686706,12.642254,,2021-06-10 06:00:00
337,15.383497,16.80794,,2021-06-10 07:00:00
338,24.398123,26.111588,,2021-06-10 08:00:00
339,40.270317,42.58159,,2021-06-10 09:00:00
340,63.33306,63.33306,,2021-06-10 10:00:00
341,77.29476,75.0635,,2021-06-10 11:00:00
342,81.70153,78.37969,,2021-06-10 12:00:00
343,79.95478,79.927826,,2021-06-10 13:00:00
344,80.8798,80.855896,,2021-06-10 14:00:00
345,87.537605,83.42673,,2021-06-10 15:00:00
346,86.58993,85.69438,,2021-06-10 16:00:00
347,80.83665,76.46233,,2021-06-10 17:00:00
348,63.126465,60.99803,,2021-06-10 18:00:00
349,49.339767,48.811916,,2021-06-10 19:00:00
350,41.607426,37.41233,,2021-06-10 20:00:00
351,35.963562,30.783579,,2021-06-10 21:00:00
352,25.754374,23.316822,,2021-06-10 22:00:00
353,23.920666,17.256077,,2021-06-10 23:00:00
354,15.967675,14.86356,,2021-06-11 00:00:00
355,12.074954,11.348842,,2021-06-11 01:00:00
356,10.215101,9.761505,,2021-06-11 02:00:00
357,9.129676,9.342445,,2021-06-11 03:00:00
358,9.472337,9.841271,,2021-06-11 04:00:00
359,9.592633,9.570187,,2021-06-11 05:00:00
360,11.335399,12.274004,,2021-06-11 06:00:00
361,15.92995,15.892395,,2021-06-11 07:00:00
362,24.50352,26.090252,,2021-06-11 08:00:00
363,30.642008,40.085762,,2021-06-11 09:00:00
364,64.85245,63.926,,2021-06-11 10:00:00
365,78.593895,80.77366,,2021-06-11 11:00:00
366,83.687706,84.52877,,2021-06-11 12:00:00
367,82.86917,83.324974,,2021-06-11 13:00:00
368,84.59659,84.04812,,2021-06-11 14:00:00
369,86.46923,85.71155,,2021-06-11 15:00:00
370,84.845116,83.70393,,2021-06-11 16:00:00
371,75.5289,76.28425,,2021-06-11 17:00:00
372,63.576042,62.967873,,2021-06-11 18:00:00
373,55.351208,51.80325,,2021-06-11 19:00:00
374,51.595345,51.221863,,2021-06-11 20:00:00
375,54.595795,47.553272,,2021-06-11 21:00:00
376,51.011192,48.228436,,2021-06-11 22:00:00
377,38.12935,38.71732,,2021-06-11 23:00:00
378,21.322807,23.344025,,2021-06-12 00:00:00
379,14.863137,14.7532625,,2021-06-12 01:00:00
380,10.613183,11.730133,,2021-06-12 02:00:00
381,9.529655,9.916489,,2021-06-12 03:00:00
382,9.417866,10.013251,,2021-06-12 04:00:00
383,10.316854,9.035806,,2021-06-12 05:00:00
384,10.890714,10.826257,,2021-06-12 06:00:00
385,13.950493,14.729027,,2021-06-12 07:00:00
386,15.872351,20.858978,,2021-06-12 08:00:00
387,21.86614,35.97813,,2021-06-12 09:00:00
388,18.639872,57.552483,,2021-06-12 10:00:00
389,23.128231,73.03123,,2021-06-12 11:00:00
390,44.65098,82.69696,,2021-06-12 12:00:00
391,74.53026,86.015915,,2021-06-12 13:00:00
392,84.38402,88.534096,,2021-06-12 14:00:00
393,88.131546,86.775314,,2021-06-12 15:00:00
394,87.76541,88.19248,,2021-06-12 16:00:00
395,85.60931,79.01106,,2021-06-12 17:00:00
396,71.94592,62.81642,,2021-06-12 18:00:00
397,59.42802,52.885902,,2021-06-12 19:00:00
398,48.03678,44.220776,,2021-06-12 20:00:00
399,36.494404,41.82499,,2021-06-12 21:00:00
400,26.985666,36.800793,,2021-06-12 22:00:00
401,19.696627,24.27862,,2021-06-12 23:00:00
402,18.87096,15.600477,,2021-06-13 00:00:00
403,13.147074,11.620273,,2021-06-13 01:00:00
404,10.394626,9.550599,,2021-06-13 02:00:00
405,8.740465,8.524851,,2021-06-13 03:00:00
406,8.69766,8.678324,,2021-06-13 04:00:00
407,8.5432,8.474721,,2021-06-13 05:00:00
408,9.433624,9.764208,,2021-06-13 06:00:00
409,10.688305,11.195631,,2021-06-13 07:00:00
410,13.357958,14.425981,,2021-06-13 08:00:00
411,15.924926,18.366234,,2021-06-13 09:00:00
412,17.596588,26.698257,,2021-06-13 10:00:00
413,26.627102,37.49245,,2021-06-13 11:00:00
414,37.088596,48.438396,,2021-06-13 12:00:00
415,44.97054,60.4865,,2021-06-13 13:00:00
416,67.72691,72.39683,,2021-06-13 14:00:00
417,71.299,83.35464,,2021-06-13 15:00:00
418,83.45263,87.2154,,2021-06-13 16:00:00
419,78.345665,77.93725,,2021-06-13 17:00:00
420,64.075325,62.58152,,2021-06-13 18:00:00
421,51.515636,43.957626,,2021-06-13 19:00:00
422,36.905945,30.062288,,2021-06-13 20:00:00
423,22.297777,22.86662,,2021-06-13 21:00:00
424,18.263428,19.94181,,2021-06-13 22:00:00
425,14.552479,14.438768,,2021-06-13 23:00:00
426,12.910304,12.706419,,2021-06-14 00:00:00
427,10.754947,10.707052,,2021-06-14 01:00:00
428,9.565696,9.310114,,2021-06-14 02:00:00
429,8.575559,8.876919,,2021-06-14 03:00:00
430,9.12805,9.129336,,2021-06-14 04:00:00
431,8.978611,9.486724,,2021-06-14 05:00:00
432,11.4658785,11.2702265,,2021-06-14 06:00:00
433,12.634402,14.811393,,2021-06-14 07:00:00
434,21.295162,24.161873,,2021-06-14 08:00:00
435,40.556454,41.434616,,2021-06-14 09:00:00
436,64.633125,65.70383,,2021-06-14 10:00:00
437,76.36408,76.61843,,2021-06-14 11:00:00
438,80.9094,81.08908,,2021-06-14 12:00:00
439,80.308624,80.26857,,2021-06-14 13:00:00
440,85.41794,80.633064,,2021-06-14 14:00:00
441,87.81815,82.93453,,2021-06-14 15:00:00
442,85.61467,85.50978,,2021-06-14 16:00:00
443,75.23113,78.63511,,2021-06-14 17:00:00
444,61.134182,59.085014,,2021-06-14 18:00:00
445,45.86966,45.642128,,2021-06-14 19:00:00
446,35.35765,35.454357,,2021-06-14 20:00:00
447,29.148142,30.283894,,2021-06-14 21:00:00
448,19.130995,21.818302,,2021-06-14 22:00:00
449,17.141556,16.674726,,2021-06-14 23:00:00
450,13.503013,13.488022,,2021-06-15 00:00:00
451,11.194133,11.167599,,2021-06-15 01:00:00
452,9.5702715,9.599149,,2021-06-15 02:00:00
453,8.916626,8.916626,,2021-06-15 03:00:00
454,9.082975,9.078373,,2021-06-15 04:00:00
455,9.47203,9.432168,,2021-06-15 05:00:00
456,10.764669,10.771211,,2021-06-15 06:00:00
457,12.167684,14.040061,,2021-06-15 07:00:00
458,24.538813,22.985226,,2021-06-15 08:00:00
459,38.19167,41.34295,,2021-06-15 09:00:00
460,60.694195,65.35674,,2021-06-15 10:00:00
461,77.17684,77.18827,,2021-06-15 11:00:00
462,80.834885,80.89298,,2021-06-15 12:00:00
463,78.342354,80.12563,,2021-06-15 13:00:00
464,86.93494,80.11674,,2021-06-15 14:00:00
465,89.81117,83.24149,,2021-06-15 15:00:00
466,88.32496,85.1295,,2021-06-15 16:00:00
467,75.9742,76.45231,,2021-06-15 17:00:00
468,58.89728,60.635162,,2021-06-15 18:00:00
469,51.281746,47.21025,,2021-06-15 19:00:00
470,35.383904,41.283195,,2021-06-15 20:00:00
471,34.474754,28.88826,,2021-06-15 21:00:00
472,23.980768,21.45068,,2021-06-15 22:00:00
473,15.686745,15.874412,,2021-06-15 23:00:00
474,13.801307,13.829097,,2021-06-16 00:00:00
475,11.659972,11.413595,,2021-06-16 01:00:00
476,9.959142,10.01002,,2021-06-16 02:00:00
477,9.214356,9.306827,,2021-06-16 03:00:00
478,10.306602,9.713158,,2021-06-16 04:00:00
479,9.99897,10.329796,,2021-06-16 05:00:00
480,11.794944,12.027458,,2021-06-16 06:00:00
481,15.911052,17.337957,,2021-06-16 07:00:00
482,25.33409,27.113022,,2021-06-16 08:00:00
483,41.047817,41.07545,,2021-06-16 09:00:00
484,42.860146,71.007904,,2021-06-16 10:00:00
485,70.9377,75.7957,,2021-06-16 11:00:00
486,80.40775,81.561325,,2021-06-16 12:00:00
487,77.50113,79.536095,,2021-06-16 13:00:00
488,79.80665,79.91606,,2021-06-16 14:00:00
489,83.54113,83.75167,,2021-06-16 15:00:00
490,85.42904,87.54519,,2021-06-16 16:00:00
491,75.85514,75.816826,,2021-06-16 17:00:00
492,59.28801,59.24762,,2021-06-16 18:00:00
493,47.220493,47.23511,,2021-06-16 19:00:00
494,38.45265,38.653675,,2021-06-16 20:00:00
495,29.044533,31.335047,,2021-06-16 21:00:00
496,24.692865,25.094675,,2021-06-16 22:00:00
497,18.170185,16.642193,,2021-06-16 23:00:00
498,13.81053,13.87591,,2021-06-17 00:00:00
499,12.086531,11.66042,,2021-06-17 01:00:00
500,10.019891,10.011303,,2021-06-17 02:00:00
501,9.238571,9.238571,,2021-06-17 03:00:00
502,10.501685,9.5352545,,2021-06-17 04:00:00
503,10.867396,10.100559,,2021-06-17 05:00:00
504,11.677313,11.945376,,2021-06-17 06:00:00
505,14.293668,15.106537,,2021-06-17 07:00:00
506,21.857777,24.862226,,2021-06-17 08:00:00
507,28.850172,40.88304,,2021-06-17 09:00:00
508,34.48629,67.82671,,2021-06-17 10:00:00
509,74.72738,81.54884,,2021-06-17 11:00:00
510,83.23619,83.64068,,2021-06-17 12:00:00
511,83.09414,82.466644,,2021-06-17 13:00:00
512,85.96861,84.78641,,2021-06-17 14:00:00
513,87.056656,87.53321,,2021-06-17 15:00:00
514,86.608444,87.67743,,2021-06-17 16:00:00
515,78.33533,80.66179,,2021-06-17 17:00:00
516,61.1128,61.069504,,2021-06-17 18:00:00
517,47.660778,46.595913,,2021-06-17 19:00:00
518,35.192287,35.32585,,2021-06-17 20:00:00
519,34.730873,29.14179,,2021-06-17 21:00:00
520,23.44906,24.127632,,2021-06-17 22:00:00
521,16.97106,15.690954,,2021-06-17 23:00:00
522,13.753594,13.616519,,2021-06-18 00:00:00
523,11.333972,11.368988,,2021-06-18 01:00:00
524,9.834361,9.80942,,2021-06-18 02:00:00
525,9.049083,9.044901,,2021-06-18 03:00:00
526,9.32141,9.367378,,2021-06-18 04:00:00
527,9.406312,9.584356,,2021-06-18 05:00:00
528,11.989123,11.761069,,2021-06-18 06:00:00
529,14.207119,15.127459,,2021-06-18 07:00:00
530,22.46728,25.04496,,2021-06-18 08:00:00
531,31.649742,42.969124,,2021-06-18 09:00:00
532,35.15248,71.28747,,2021-06-18 10:00:00
533,78.214,85.33626,,2021-06-18 11:00:00
534,83.619514,85.86407,,2021-06-18 12:00:00
535,82.64274,82.74092,,2021-06-18 13:00:00
536,84.44631,84.0938,,2021-06-18 14:00:00
537,86.67156,86.68848,,2021-06-18 15:00:00
