,12h,24h,7d,date
470,11.707843,15.010134,,2021-09-05 12:00:00
471,9.191179,11.9689455,,2021-09-05 13:00:00
472,8.855823,13.065486,,2021-09-05 14:00:00
473,7.4993753,12.865146,,2021-09-05 15:00:00
474,7.098526,11.788392,,2021-09-05 16:00:00
475,6.5873547,9.833597,,2021-09-05 17:00:00
476,6.779703,9.384061,,2021-09-05 18:00:00
477,7.3898354,7.305022,,2021-09-05 19:00:00
478,7.327439,7.9879184,,2021-09-05 20:00:00
479,6.8949413,7.5387416,,2021-09-05 21:00:00
480,5.1243258,6.639936,,2021-09-05 22:00:00
481,5.265184,6.0375257,,2021-09-05 23:00:00
482,5.323407,5.9258237,,2021-09-06 00:00:00
483,5.7094316,7.257853,,2021-09-06 01:00:00
484,7.883961,6.7588615,,2021-09-06 02:00:00
485,7.5249696,7.364204,,2021-09-06 03:00:00
486,5.8666043,6.9923773,,2021-09-06 04:00:00
487,11.651536,11.021874,,2021-09-06 05:00:00
488,24.426851,24.335938,,2021-09-06 06:00:00
489,36.88069,36.605705,,2021-09-06 07:00:00
490,43.345585,43.200195,,2021-09-06 08:00:00
491,46.678883,47.0596,,2021-09-06 09:00:00
492,48.02617,48.225674,,2021-09-06 10:00:00
493,48.477036,52.54995,,2021-09-06 11:00:00
494,52.077896,52.5804,,2021-09-06 12:00:00
495,51.3369,54.18328,,2021-09-06 13:00:00
496,50.324886,50.324886,,2021-09-06 14:00:00
497,45.76412,49.726055,,2021-09-06 15:00:00
498,38.83476,39.1338,,2021-09-06 16:00:00
499,27.108877,26.432312,,2021-09-06 17:00:00
500,13.460919,18.578012,,2021-09-06 18:00:00
501,10.620791,10.46065,,2021-09-06 19:00:00
502,8.901118,8.141122,,2021-09-06 20:00:00
503,6.605456,6.908432,,2021-09-06 21:00:00
504,6.238911,5.8811684,,2021-09-06 22:00:00
505,5.395776,5.129374,,2021-09-06 23:00:00
506,6.155583,6.237068,,2021-09-07 00:00:00
507,6.5427494,6.2000594,,2021-09-07 01:00:00
508,5.3127246,6.0221596,,2021-09-07 02:00:00
509,5.9389143,5.5246577,,2021-09-07 03:00:00
510,5.950058,5.947114,,2021-09-07 04:00:00
511,10.2333555,11.63779,,2021-09-07 05:00:00
512,26.178585,28.144201,,2021-09-07 06:00:00
513,45.358894,41.23027,,2021-09-07 07:00:00
514,54.293953,50.509792,,2021-09-07 08:00:00
515,55.603577,55.603577,,2021-09-07 09:00:00
516,57.15778,55.804825,,2021-09-07 10:00:00
517,53.24029,52.84854,,2021-09-07 11:00:00
518,57.66884,56.75668,,2021-09-07 12:00:00
519,58.518692,55.705143,,2021-09-07 13:00:00
520,55.192673,55.779182,,2021-09-07 14:00:00
521,48.435455,46.712612,,2021-09-07 15:00:00
522,38.143833,37.035084,,2021-09-07 16:00:00
523,21.814344,24.078882,,2021-09-07 17:00:00
524,20.992657,16.801773,,2021-09-07 18:00:00
525,10.261881,11.637178,,2021-09-07 19:00:00
526,9.331843,9.54539,,2021-09-07 20:00:00
527,7.950648,7.4205813,,2021-09-07 21:00:00
528,7.107291,5.6024256,,2021-09-07 22:00:00
